timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
146200000,146200000,-0.003330959,-0.0039681876,-0.0022893616
146212000,146212000,0.0010535556,-0.0029786546,0.0004811813
146224000,146224000,-0.0010089311,0.0017387536,-0.0004328378
146236000,146236000,-0.003737606,0.002394966,0.0015240967
146248000,146248000,-0.0042545977,-0.0024876143,-2.5316207e-05
146256000,146256000,-0.0013132163,0.0010023392,-0.00043754498
146272000,146272000,0.004080455,0.0033143149,0.004072201
146284000,146284000,-0.002574504,-0.0006932337,-0.0026207317
146296000,146296000,-0.004740844,-0.002662661,0.00269405
146308000,146308000,-0.0008180077,0.001008593,-0.0006681728
146320000,146320000,0.0040196436,-0.0017201598,-0.0014817748
146332000,146332000,0.0015663188,0.0010422268,0.0019188762
146344000,146344000,0.0021594516,0.0049587833,0.0010416544
146356000,146356000,0.0031217372,0.00016079843,0.0013851416
146368000,146368000,0.004782772,0.0016077128,-0.000878418
146380000,146380000,-0.0031259353,-0.003439927,0.00034266358
146392000,146392000,-0.0017754607,0.0019808803,0.0038534838
146404000,146404000,-0.0011316035,0.00012751017,0.0033569813
146416000,146416000,0.0027109273,0.0013350346,0.00020291253
146428000,146428000,-0.0050182734,0.0030715019,0.0006830588
146440000,146440000,-0.0054646474,-0.0028638723,-0.0018042376
146452000,146452000,0.000942771,-0.0007574088,-0.0021843964
146464000,146464000,-0.00018856837,-0.0038807485,-0.00053014944
146476000,146476000,-0.0027631666,-0.0025174376,-0.00087670685
146488000,146488000,-0.0024003782,-0.0024244785,-0.0031468493
146500000,146500000,-0.0008563958,0.00018776953,-0.0014139598
146508000,146508000,0.0013647056,-0.002960985,-0.00080920185
146524000,146524000,-0.0050863,-0.0018995637,0.00022072233
146536000,146536000,-0.001960145,-0.0025648838,0.0012006192
146548000,146548000,0.0047325967,-0.0008806973,0.003436813
146556000,146556000,0.0029926456,0.001229404,0.003839136
146572000,146572000,-0.00400528,-0.0010123784,0.0048074564
146584000,146584000,-0.0031759178,0.0010155835,-0.00012991224
146592000,146592000,-0.002162616,0.0006276611,-0.0019655973
146608000,146608000,0.0020474899,0.0013671941,0.00020770039
146620000,146620000,0.0052799764,0.0019986394,-0.0037248651
146632000,146632000,0.00056324684,-0.0005353908,-0.0017530718
146644000,146644000,-0.0031150628,-5.694898e-05,-0.0028998854
146656000,146656000,-0.0011899518,0.0015442595,-0.0016973196
146664000,146664000,0.0018265074,0.003772254,-7.266334e-05
146680000,146680000,0.0036399285,0.0015312685,0.0068381154
146692000,146692000,0.0011488097,-0.0030446667,0.003459133
146704000,146704000,0.0027843057,0.0005901735,-0.0022324272
146716000,146716000,0.00036842452,-0.0021708626,0.0009989892
146724000,146724000,-0.0012313176,-0.002251044,0.00063391624
146740000,146740000,0.0028895426,0.00230685,0.0040571466
146752000,146752000,0.0049818684,-0.0005354858,0.0017582066
146764000,146764000,-0.00011978694,-0.002246994,-0.006249715
146776000,146776000,-0.00039581105,0.00029391004,-0.0012604197
146788000,146788000,-0.0027359603,-0.0012118858,-0.001485488
146800000,146800000,0.0019246605,-0.0038949377,0.0008801232
146812000,146812000,-0.0021729558,-0.0033413684,-0.00036523145
146824000,146824000,0.0026252074,-0.0016887961,-0.0026462148
146836000,146836000,-0.00090801925,0.0036646884,-6.3429616e-05
146848000,146848000,0.0035790387,-4.422851e-06,0.0019190246
146860000,146860000,0.0012257672,6.907107e-05,0.00158879
146872000,146872000,-0.00081035995,0.0006920877,0.0014183512
146884000,146884000,3.8581435e-05,0.0013612537,-0.0032445306
146896000,146896000,0.0015625174,-9.6595846e-05,-0.005056269
146908000,146908000,0.0015495706,-0.0009613531,-3.6265574e-05
146920000,146920000,-0.00021421438,-0.0010599019,0.0007795926
146928000,146928000,-0.0028378558,-0.00081227114,0.00066394644
146940000,146940000,-0.004881307,-0.0017008502,0.0037069852
146956000,146956000,0.0027226512,-0.003601912,-0.0032184946
146968000,146968000,-0.0017098774,-0.0030935393,-0.0005436172
146980000,146980000,0.0011231706,-0.0011768308,-0.004397678
146992000,146992000,-0.0019856512,0.0031222992,0.0024083855
147004000,147004000,0.0014072686,0.00429315,-5.1964533e-05
147016000,147016000,0.0006375162,0.0032096077,0.0004204514
147028000,147028000,-0.0013986088,0.0031142505,-0.0047212937
147036000,147036000,-0.0015299146,0.00039304048,-0.0029076994
147052000,147052000,0.00010449049,-0.0019072965,-0.0015309019
147064000,147064000,0.00028263536,-0.0005703587,0.00033845767
147076000,147076000,0.003930131,0.00038259244,-0.0041138683
147088000,147088000,0.001082366,-4.908722e-05,-0.0011079158
147100000,147100000,0.0033257233,0.0027882122,-0.0006780036
147108000,147108000,0.004721994,0.0003376389,-0.005353342
147124000,147124000,-0.0014198504,-0.002564054,0.0039470866
147136000,147136000,-0.000395542,-0.003619418,0.00314203
147148000,147148000,-0.0013710903,-0.0025619315,0.0011557426
147160000,147160000,0.0012858419,-0.00047937408,-0.002035576
147172000,147172000,0.0015200281,0.00076691154,0.0009403141
147184000,147184000,0.0020970404,-0.0014168508,0.0003651203
147192000,147192000,-0.002516545,-0.004003523,-0.0049754004
147204000,147204000,0.00040746777,9.937119e-05,-0.0046789707
147220000,147220000,0.00086619344,0.0031570308,0.00063416373
147228000,147228000,-0.00428843,0.00043022493,-0.0016280679
147244000,147244000,0.0030367428,-0.0018130862,-0.00028617657
147256000,147256000,-0.00064121844,0.0021207854,-0.0017863003
147264000,147264000,0.00052875665,0.0013390095,0.0018706984
147280000,147280000,-0.0004823057,-0.0006700964,0.0018088218
147292000,147292000,-0.001335653,-6.4145774e-05,0.003344976
147304000,147304000,0.00021958345,0.0008485089,0.0025474087
147316000,147316000,-0.002122335,-0.0020033233,0.0054186573
147328000,147328000,0.0012554121,0.0041605365,0.0010701107
147336000,147336000,-0.0013895051,0.0011299676,0.00038577357
147352000,147352000,-0.0006795841,-7.5269956e-05,-0.0018096743
147364000,147364000,-0.0002330828,-0.0045426227,0.0035008788
147376000,147376000,-6.810698e-05,-0.0025505228,0.0030812745
147388000,147388000,-0.0020467066,-0.0008337358,-0.00016990265
147400000,147400000,-0.0027900347,-0.0022508022,-0.0036370482
147412000,147412000,0.00031187217,-0.0034484132,-0.001721993
147424000,147424000,-0.0017321092,0.0050506247,-0.0008613951
147436000,147436000,-0.0017682735,8.593593e-05,-0.0020052548
147444000,147444000,-0.0007774665,-0.001900218,0.00048619564
147460000,147460000,0.00037247734,-0.0064037135,0.004257007
147468000,147468000,0.00050179556,-0.0064778156,-0.0017291572
147484000,147484000,-0.004291019,-0.00012524426,-0.0027702271
147492000,147492000,-0.0054856148,0.001243996,-0.0024186415
147504000,147504000,0.00067183987,-0.0064706267,-0.0037801529
147520000,147520000,-0.0009814485,0.0042792344,-0.0012727489
147528000,147528000,0.0044936114,0.0010196967,0.00037089165
147544000,147544000,0.0025340375,-0.0016471418,-0.0009246365
147556000,147556000,-0.0018667863,-0.002409893,0.00026760483
147568000,147568000,-0.0004257679,-0.0018657278,-0.00051527936
147580000,147580000,-0.004167023,-0.0006695478,-0.0015011587
147592000,147592000,-0.0034152004,0.00015499629,0.00040533266
147600000,147600000,-0.0025787496,-0.002851631,0.0018712789
147616000,147616000,0.0015612666,-0.0019547017,0.0007284322
147624000,147624000,-0.0010754215,0.0002821954,-0.004972894
147640000,147640000,0.0032047858,0.0010528802,0.0028425874
147652000,147652000,-0.0018712769,-0.0013544522,0.0022388175
147664000,147664000,-0.001598015,-0.0006109392,-0.00094016735
147676000,147676000,0.0017105925,-0.0018596593,0.0040117158
147688000,147688000,-0.0011438264,-0.0035024104,0.007171564
147700000,147700000,0.0016164994,-0.0070010666,0.0024911615
147712000,147712000,0.0019380809,-0.0010563289,0.0042408803
147724000,147724000,-0.00068883173,0.004518883,0.0054916255
147732000,147732000,-0.0020117965,0.0012225155,0.0047604023
147748000,147748000,-0.002028897,-0.0005511879,0.0006804031
147760000,147760000,0.0029931185,0.0027286196,0.00059910526
147772000,147772000,0.0053780936,0.0016612071,0.0015092754
147784000,147784000,-0.0013151041,-0.0010576211,-0.002061036
147796000,147796000,-0.00012863177,0.0019432772,-0.0038142821
147804000,147804000,0.00088878314,0.0032805176,0.0015242925
147820000,147820000,-0.0022962578,0.001323015,0.0015385004
147832000,147832000,-0.002716284,-0.0011994364,0.0021601806
147844000,147844000,-0.003448578,0.0011365465,0.0011701062
147852000,147852000,-0.0011584971,-0.00085783005,-0.00054869894
147868000,147868000,0.00039779994,-0.00031481078,0.005172749
147880000,147880000,-0.003456471,0.0013339156,-0.0023162575
147892000,147892000,0.0045115156,-0.0003019264,-0.0020246129
147904000,147904000,0.00028974464,0.002309912,-9.7664306e-05
147916000,147916000,0.0055680773,0.0064225355,0.0025187628
147928000,147928000,0.0012804703,0.0003293543,0.0015634522
147940000,147940000,0.0029369532,0.00068324106,0.0031321405
147952000,147952000,-0.0015859925,0.005638947,-0.0020988993
147964000,147964000,-0.0005993341,0.0033282647,0.0041519175
147976000,147976000,-0.003506157,-0.0038888627,0.001407657
147988000,147988000,-0.0001394343,0.0033242742,-0.001176779
147996000,147996000,-0.0016545684,0.003901862,0.0008704747
148008000,148008000,0.00093834556,-0.000869852,0.0022935916
148024000,148024000,0.0033613956,0.0042693308,-0.003807957
148036000,148036000,0.0055835703,-0.0040186015,-0.0016497626
148048000,148048000,0.0032718435,-0.0018670294,0.0011014463
148060000,148060000,-0.0013182438,-0.0052432986,0.0043075043
148072000,148072000,0.0029731612,-0.013086609,0.0016125218
148084000,148084000,0.0066713155,-0.034939934,-0.0006884461
148092000,148092000,0.013002034,-0.045651436,-0.0032796585
148108000,148108000,0.035170928,-0.0700719,-0.0013871981
148120000,148120000,0.0454717,-0.08606869,-0.0042545525
148132000,148132000,0.050477475,-0.08589709,-0.0069446173
148144000,148144000,0.051614095,-0.08116151,-0.0046537
148156000,148156000,0.04300715,-0.07753897,0.0031781704
148168000,148168000,0.04058126,-0.07181995,0.00226761
148180000,148180000,0.03392672,-0.06237871,0.0029541696
148192000,148192000,0.035028692,-0.059607726,0.0024018344
148204000,148204000,0.031809203,-0.048132334,0.0054893703
148216000,148216000,0.021076346,-0.040038314,0.005071294
148224000,148224000,0.015086909,-0.03249825,0.004198092
148240000,148240000,0.008911389,-0.023290146,0.0022751607
148252000,148252000,0.0032831894,-0.01805978,0.0027092176
148264000,148264000,0.0016998901,-0.011203484,0.0024397473
148276000,148276000,0.002424829,-0.0062115467,0.007694902
148288000,148288000,0.0066867536,-0.00061292015,-0.00053591694
148300000,148300000,0.008553313,0.0074981777,-0.000364247
148312000,148312000,-0.0004750911,0.01935815,0.0052103633
148324000,148324000,-0.0022477584,0.023692394,0.001502761
148336000,148336000,-0.0041037,0.027559035,0.005550027
148348000,148348000,-0.009134729,0.02550411,0.00507797
148360000,148360000,-0.011795907,0.029408716,0.0016368516
148368000,148368000,-0.014027836,0.027102271,0.0033123414
148384000,148384000,-0.016924268,0.025676372,-0.00058603997
148396000,148396000,-0.020109562,0.026830511,0.0024875242
148408000,148408000,-0.023336707,0.025933482,0.004870097
148420000,148420000,-0.01390817,0.024994703,0.0010769261
148428000,148428000,-0.014525052,0.029591028,0.0022835077
148444000,148444000,-0.010369957,0.025188806,0.003840075
148456000,148456000,-0.007648985,0.022874402,0.0017932177
148468000,148468000,-0.0075537665,0.025657088,0.00086973916
