timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
146200000,1688000,47.3977508,8.5456074,0.022864707,-0.06609332,0.066287465,-0.022968095,-0.0035443609,0.0,-0.032961976,-0.03412522,0.013637623,-0.041066848,-0.059729103,-0.009160716,0.12626225,-0.031833723,0.02310158,-0.022419726,0.41035813,0.0,0.11880999,-0.013637623,0.4176178,0.23543268,0.17490101,0.105507396,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
146296000,1688000,47.3977508,8.5456074,0.023706082,-0.06713881,0.062903255,-0.022968095,-0.0035443609,0.0,-0.030721862,-0.033572104,0.010257589,-0.043315247,-0.059729103,-0.009160716,0.12626225,0.09188788,0.0132005215,-0.043658536,0.41034684,0.0,0.1221942,-0.010257589,0.42980018,0.23672979,0.17931245,0.10606464,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
146392000,1688000,47.3977508,8.5456074,0.024569437,-0.06781432,0.060006823,-0.022968095,-0.0035443609,0.0,-0.029306635,-0.03183667,0.009401807,-0.042498756,-0.059729103,-0.009160716,0.12626225,-0.04918272,0.04129781,-0.0035380942,0.4103338,0.0,0.12509063,-0.009401807,0.41621754,0.23496418,0.17412254,0.10512934,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
146496000,1688000,47.3977508,8.5456074,0.025181124,-0.068298094,0.05715242,-0.022968095,-0.0035443609,0.0,-0.030273827,-0.030770544,0.008645502,-0.041290194,-0.059729103,-0.009160716,0.12626225,0.049108043,-0.047222562,-0.07637496,0.4101538,0.0,0.12794504,-0.008645502,0.42935184,0.23524877,0.17890212,0.105440825,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
146592000,1688000,47.3977508,8.5456074,0.02572207,-0.06879053,0.05449992,-0.022968095,-0.0035443609,0.0,-0.027717158,-0.031538848,0.0060940413,-0.042090017,-0.059729103,-0.009160716,0.12626225,-0.013433239,-0.016305922,0.0474276,0.41015884,0.0,0.13059753,-0.0060940413,0.4158354,0.23511966,0.17375344,0.10496115,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
146696000,1688000,47.3977508,8.5456074,0.026263803,-0.06948722,0.052335247,-0.022968095,-0.0035443609,0.0,-0.027574262,-0.03168354,0.0050681923,-0.040574238,-0.059729103,-0.009160716,0.12626225,0.0155565785,-0.0068953517,-0.045472752,0.41006804,0.0,0.13276221,-0.0050681923,0.42893258,0.23538409,0.1785228,0.10527755,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
146792000,1688000,47.3977508,8.5456074,0.026486471,-0.069662124,0.04960176,-0.022968095,-0.0035443609,0.0,-0.02656463,-0.02947319,0.0015347535,-0.042666834,-0.059729103,-0.009160716,0.12626225,0.02272258,0.0074805864,-0.024193896,0.40994003,0.0,0.13549569,-0.0015347535,0.41547757,0.23524411,0.1734294,0.10480779,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
146896000,1688000,47.3977508,8.5456074,0.026474196,-0.06945378,0.04614224,-0.022968095,-0.0035443609,0.0,-0.025858978,-0.027317142,-0.0020935535,-0.04497824,-0.059729103,-0.009160716,0.12626225,-0.04399618,0.05985233,0.034361143,0.40977162,0.0,0.13895522,0.0020935535,0.4285416,0.23549148,0.17819853,0.105130345,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
146992000,1688000,47.3977508,8.5456074,0.026500408,-0.069101885,0.04262255,-0.022968095,-0.0035443609,0.0,-0.02749613,-0.024140233,-0.004329243,-0.046199247,-0.059729103,-0.009160716,0.12626225,0.03426679,0.014177166,-0.025007872,0.40971667,0.0,0.1424749,0.004329243,0.41514346,0.23534304,0.1731559,0.10467089,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
147096000,1688000,47.3977508,8.5456074,0.026409203,-0.06856777,0.038713854,-0.022968095,-0.0035443609,0.0,-0.026629917,-0.022296669,-0.01021094,-0.05075888,-0.059729103,-0.009160716,0.12626225,-0.023904292,-0.02011721,-0.07351208,0.40946814,0.0,0.1463836,0.01021094,0.4281783,0.23557618,0.1779308,0.10500043,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
