timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
146196000,47.39775100446164,8.545606522658549,-0.06656969,0.022735098,-0.066036075,0.06656969,0.41037703,1,1,0
