timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
146200000,-0.050854884,-0.030915763,0.030684704,-0.03095515,-0.013940893,0.04119873,-0.0032401234,0.002617985,-0.00031036139,0.0010829568,0.0,0.0,0.0,0.0,0.0048033446,0.26663473,0.2666339,0.5737942,1.0957704,1.0957669,4.055892,0.002507538,0.0025083912,0.002507814,0.090139806,0.0,0.0,0.0,0.0,0.50600284,0.00027440523,0.0025785693,0.0058768527,0.0,0.0,0.0,0.0,0.0,0.0
146392000,-0.030988479,-0.032579266,0.0033596093,-0.028661165,-0.01550632,0.025665283,-0.0032401234,0.002617985,-0.00031036139,0.021466106,0.0,0.0,0.0,0.0,0.0048033446,0.2665488,0.26654813,0.5737539,1.0955498,1.0955467,4.0559807,0.002507538,0.0025083912,0.002507814,0.090139806,0.0,0.0,0.0,0.0,0.50600284,0.00034666117,0.0029868546,0.007036993,0.0,0.0,0.0,0.0,0.0,0.0
146592000,-0.02839053,-0.029898074,-0.0812854,-0.028635398,-0.009100832,0.0881958,-0.0032401234,0.002617985,-0.00031036139,-0.004928142,0.0,0.0,0.0,0.0,0.0048033446,0.26647127,0.2664707,0.5737163,1.095344,1.0953412,4.055743,0.002507538,0.0025083912,0.002507814,0.09013982,0.0,0.0,0.0,0.0,0.50600284,0.0003846661,0.0033355362,0.0070489934,0.0,0.0,0.0,0.0,0.0,0.0
146792000,-0.017592194,-0.03906122,0.037025888,-0.0287421,-0.018197425,0.032287598,-0.0032401234,0.002617985,-0.00031036139,0.006663054,0.0,0.0,0.0,0.0,0.0048033446,0.2664029,0.26640242,0.57368183,1.0951519,1.0951494,4.055804,0.002507538,0.0025083912,0.002507814,0.09013983,0.0,0.0,0.0,0.0,0.50600284,0.00033352233,0.0030800067,0.0068776547,0.0,0.0,0.0,0.0,0.0,0.0
146992000,-0.027438946,-0.026852233,-0.008571157,-0.029709052,-0.017967358,0.05203247,-0.0032401234,0.002617985,-0.00031036139,0.019722521,0.0,0.0,0.0,0.0,0.0048033446,0.2663448,0.26634443,0.5736518,1.0949732,1.0949711,4.055852,0.002507538,0.0025083912,0.002507814,0.09013984,0.0,0.0,0.0,0.0,0.50600284,0.00028565162,0.002726557,0.006431588,0.0,0.0,0.0,0.0,0.0,0.0
147192000,-0.048061058,-0.032317806,-0.0037032545,-0.029458975,-0.018326633,0.06985474,-0.0032401234,0.002617985,-0.00031036139,-0.0060366094,0.0,0.0,0.0,0.0,0.0048033446,0.2662959,0.2662956,0.57362556,1.0948079,1.094806,4.05589,0.002507538,0.0025083912,0.002507814,0.0901398,0.0,0.0,0.0,0.0,0.50600284,0.00025980722,0.0030190174,0.0072056777,0.0,0.0,0.0,0.0,0.0,0.0
147392000,-0.025494156,-0.018233817,0.0169242,-0.026803194,-0.017146524,0.04977417,-0.0032401234,0.002617985,-0.00031036139,-0.003798157,0.0,0.0,0.0,0.0,0.0048033446,0.26625696,0.26625672,0.5736031,1.0946554,1.0946537,4.055616,0.002507538,0.0025083912,0.002507814,0.090139806,0.0,0.0,0.0,0.0,0.50600284,0.00020201459,0.0017097959,0.0044552493,0.0,0.0,0.0,0.0,0.0,0.0
147592000,-0.023475455,-0.016548967,-0.03298541,-0.026513714,-0.017004818,0.09326172,-0.0032401234,0.002617985,-0.00031036139,0.017561942,0.0,0.0,0.0,0.0,0.0048033446,0.26622584,0.26622564,0.5735845,1.0945152,1.0945138,4.0556455,0.002507538,0.0025083912,0.002507814,0.09013982,0.0,0.0,0.0,0.0,0.50600284,0.00018746503,0.0024330057,0.006134065,0.0,0.0,0.0,0.0,0.0,0.0
147792000,-0.026602903,-0.013452927,-0.027604848,-0.026692893,-0.01670168,-0.044647217,-0.0032401234,0.002617985,-0.00031036139,-3.8027763e-05,0.0,0.0,0.0,0.0,0.0048033446,0.2661977,0.2661975,0.5735705,1.0943867,1.0943855,4.0556707,0.002507538,0.0025083912,0.002507814,0.090139836,0.0,0.0,0.0,0.0,0.50600284,0.00023230944,0.0030582382,0.00789684,0.0,0.0,0.0,0.0,0.0,0.0
147992000,-0.026602903,-0.013452927,-0.027604848,-0.026692893,-0.01670168,0.06604004,-0.0032401234,0.002617985,-0.00031036139,-0.015263557,0.0,0.0,0.0,0.0,0.0048033446,0.2661977,0.2661975,0.5735705,1.0943867,1.0943855,4.0561743,0.002507538,0.0025083912,0.002507814,0.09013977,0.0,0.0,0.0,0.0,0.50600284,0.0001376443,0.0035800848,0.00911443,0.0,0.0,0.0,0.0,0.0,0.0
