timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
2051220000,0.20400001,-0.07800001,0.42800003
2051228000,0.20400001,-0.07800001,0.42800003
2051235999,0.20400001,-0.07800001,0.42800003
2051240000,0.19900002,-0.077000014,0.42700002
2051248000,0.19900002,-0.077000014,0.42700002
2051251999,0.19900002,-0.077000014,0.42700002
2051256000,0.19900002,-0.077000014,0.42700002
2051260000,0.19900002,-0.077000014,0.42700002
2051264000,0.19900002,-0.077000014,0.42700002
2051271999,0.19900002,-0.077000014,0.42700002
2051276000,0.19900002,-0.077000014,0.42700002
2051280000,0.19900002,-0.077000014,0.42700002
2051284000,0.19900002,-0.077000014,0.42700002
2051288000,0.19900002,-0.077000014,0.42700002
2051291999,0.20400001,-0.07800001,0.42700002
2051300000,0.20400001,-0.07800001,0.42700002
2051304000,0.20400001,-0.07800001,0.42700002
2051311999,0.20400001,-0.07800001,0.42700002
2051316000,0.20400001,-0.07800001,0.42700002
2051324000,0.20400001,-0.07800001,0.42700002
2051327999,0.20400001,-0.07800001,0.42700002
2051336000,0.20400001,-0.07800001,0.42700002
2051340000,0.20400001,-0.07800001,0.42700002
2051344000,0.202,-0.08000001,0.43
2051352000,0.202,-0.08000001,0.43
2051360000,0.202,-0.08000001,0.43
2051364000,0.202,-0.08000001,0.43
2051372000,0.202,-0.08000001,0.43
2051380000,0.202,-0.08000001,0.43
2051384000,0.202,-0.08000001,0.43
2051387999,0.202,-0.08000001,0.43
2051396000,0.201,-0.07800001,0.42900002
2051400000,0.201,-0.07800001,0.42900002
2051407999,0.201,-0.07800001,0.42900002
2051416000,0.201,-0.07800001,0.42900002
2051420000,0.201,-0.07800001,0.42900002
2051424000,0.201,-0.07800001,0.42900002
2051432000,0.201,-0.07800001,0.42900002
2051436000,0.201,-0.07800001,0.42900002
2051440000,0.201,-0.07800001,0.42900002
2051443999,0.201,-0.07800001,0.42900002
2051448000,0.19900002,-0.07800001,0.42900002
2051456000,0.19900002,-0.07800001,0.42900002
2051460000,0.19900002,-0.07800001,0.42900002
2051463999,0.19900002,-0.07800001,0.42900002
2051468000,0.19900002,-0.07800001,0.42900002
2051472000,0.19900002,-0.07800001,0.42900002
2051476000,0.19900002,-0.07800001,0.42900002
2051480000,0.19900002,-0.07800001,0.42900002
2051483999,0.19900002,-0.07800001,0.42900002
2051492000,0.19900002,-0.07800001,0.42900002
2051496000,0.19900002,-0.07800001,0.42900002
2051503999,0.2,-0.07900001,0.42900002
2051508000,0.2,-0.07900001,0.42900002
2051512000,0.2,-0.07900001,0.42900002
2051520000,0.2,-0.07900001,0.42900002
2051523999,0.2,-0.07900001,0.42900002
2051528000,0.2,-0.07900001,0.42900002
2051532000,0.2,-0.07900001,0.42900002
2051536000,0.2,-0.07900001,0.42900002
2051539999,0.2,-0.07900001,0.42900002
2051543999,0.2,-0.07900001,0.42900002
2051548000,0.2,-0.07900001,0.42900002
2051552000,0.202,-0.07800001,0.43
