timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2051220000,2051220000,-0.002104431,0.00048360732,-0.23689412,-0.0,0.0,0.0,0.0,-1.0
2051320000,2051320000,-0.0020937712,-0.00018402195,-0.23748164,-0.0,0.0,0.0,0.0,-1.0
2051416000,2051416000,-0.00093256903,0.0024140743,-0.23728387,-0.0,0.0,0.0,0.0,-1.0
2051520000,2051520000,-0.0005904804,-0.00014711969,-0.23778129,-0.0,0.0,0.0,0.0,-1.0
2051624000,2051624000,-0.0007174821,-0.00082142744,-0.23851593,-0.0,0.0,0.0,0.0,-1.0
2051720000,2051720000,-0.00029160263,0.00026018044,-0.23779587,-0.0,0.0,0.0,0.0,-1.0
2051824000,2051824000,-0.00022889173,0.0008785185,-0.23697479,-0.0,0.0,0.0,0.0,-1.0
2051924000,2051924000,-0.000668804,1.3869954e-05,-0.23725696,-0.0,0.0,0.0,0.0,-1.0
2052028000,2052028000,-0.001541253,0.00063907844,-0.23735733,-0.0,0.0,0.0,0.0,-1.0
2052128000,2052128000,-0.0019997116,0.0019656988,-0.23774178,-0.0,0.0,0.0,0.0,-1.0
2052224000,2052224000,-0.0011440036,0.0011954547,-0.2373768,-0.0,0.0,0.0,0.0,-1.0
2052331999,2052331999,0.043775126,-0.050951086,0.0005678673,0.12021206,0.0,0.0,0.0,-1.0
2052432000,2052432000,0.04107628,-0.035793148,-0.0010843963,0.18174282,0.0,0.0,0.0,-1.0
2052532000,2052532000,0.038802058,-0.031781375,0.00046619985,0.24577288,0.0,0.0,0.0,-1.0
2052628000,2052628000,0.032057893,-0.03147651,-0.00017322451,0.31452563,0.0,0.0,0.0,-1.0
2052735999,2052735999,0.033246476,-0.029701894,-0.0011536998,0.3849932,0.0,0.0,0.0,-1.0
2052836000,2052836000,0.03067739,-0.031034695,-0.0016956208,0.47324505,0.0,0.0,0.0,-1.0
2052936000,2052936000,0.028972056,-0.031614922,0.00020460886,0.5481058,0.0,0.0,0.0,-1.0
2053036000,2053036000,0.0063206307,-0.0036926214,0.00052842975,0.6096217,0.0,0.0,0.0,-1.0
2053139999,2053139999,-0.007261188,0.0070924675,-0.00024649187,0.61027217,0.0,0.0,0.0,-1.0
2053240000,2053240000,0.00037801825,0.0016998947,0.00074501726,0.6052573,0.0,0.0,0.0,-1.0
2053336000,2053336000,0.0020924802,-0.00148051,-0.001181187,0.6168894,0.0,0.0,0.0,-1.0
2053436000,2053436000,0.0028363988,-0.0008399184,-0.00021825777,0.6172991,0.0,0.0,0.0,-1.0
2053539999,2053539999,0.0019118004,-0.0026445417,-0.0007669135,0.61778665,0.0,0.0,0.0,-1.0
2053644000,2053644000,0.00026006205,-0.0024144417,2.8419941e-05,0.6172318,0.0,0.0,0.0,-1.0
2053744000,2053744000,0.0014909338,-0.0017092316,-0.00097193266,0.618281,0.0,0.0,0.0,-1.0
2053844000,2053844000,-0.001621272,-0.00029083854,0.00043815508,0.6207695,0.0,0.0,0.0,-1.0
2053948000,2053948000,0.00051972317,-0.0031640467,0.00094950304,0.6210769,0.0,0.0,0.0,-1.0
2054048000,2054048000,0.0020543924,-0.0008773152,-0.000679275,0.63005155,0.0,0.0,0.0,-1.0
2054148000,2054148000,0.0028053802,-0.0025870781,0.0008375958,0.6283796,0.0,0.0,0.0,-1.0
2054248000,2054248000,0.0012418255,-6.8270136e-05,-0.00029445413,0.6304473,0.0,0.0,0.0,-1.0
2054347999,2054347999,-0.0006068731,-0.000591245,-0.00025556324,0.6295757,0.0,0.0,0.0,-1.0
2054448000,2054448000,-0.0002805607,0.00047198776,-0.0012183008,0.6359233,0.0,0.0,0.0,-1.0
2054552000,2054552000,-0.00022207038,-0.0012422656,0.0009639154,0.63365024,0.0,0.0,0.0,-1.0
2054652000,2054652000,-7.5726304e-05,-0.0024464317,0.0013968163,0.6358015,0.0,0.0,0.0,-1.0
2054751999,2054751999,7.5204065e-05,-0.00097634725,0.0039725304,0.640347,0.0,0.0,0.0,-1.0
2054856000,2054856000,-0.0023721394,-0.00028995494,0.0011986174,0.6441192,0.0,0.0,0.0,1.0
2054956000,2054956000,-0.000603491,-0.00048415433,0.00022650878,0.5335123,0.0,0.0,0.0,1.0
2055052000,2055052000,0.00010130694,-0.00056380173,0.0002682617,0.5266362,0.0,0.0,0.0,1.0
2055155999,2055155999,0.0017222916,0.00083431974,-9.3936076e-05,0.55326325,0.0,0.0,0.0,1.0
2055256000,2055256000,0.0005374792,-0.0021032174,-0.0006159664,0.54714316,0.0,0.0,0.0,1.0
2055360000,2055360000,-0.00023075507,-0.0015753929,-0.0010985349,0.5492918,0.0,0.0,0.0,1.0
2055460000,2055460000,-4.1138846e-06,0.00091514306,-0.00092267484,0.5494952,0.0,0.0,0.0,1.0
