timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
2050443999,11,0,1,40,0,0,1,1,0,0,0,0,0,0
2060632000,11,0,1,40,0,0,1,1,0,0,0,0,0,0
2060688000,11,1,2,40,0,0,1,1,0,0,0,0,0,0
2084532000,11,2,3,40,0,0,1,1,0,0,0,0,0,0
2084588000,11,3,4,40,0,0,1,1,0,0,0,0,0,0
2089516000,11,4,5,40,0,0,1,1,0,0,0,0,0,0
2089572000,11,5,6,40,0,0,1,1,0,0,0,0,0,0
2095508000,11,6,7,40,0,0,1,1,0,0,0,0,0,0
2098811999,11,7,8,40,0,0,1,1,0,0,0,0,0,0
2115672000,11,8,9,40,0,0,1,1,0,0,0,0,0,0
2121268000,11,9,10,40,0,0,1,1,0,0,0,0,0,0
2121324000,11,10,11,40,0,0,1,1,0,0,0,0,0,0
2144331999,11,11,12,40,0,0,1,1,0,0,0,0,0,0
2147636000,11,12,13,40,0,0,1,1,0,0,0,0,0,0
2155804000,11,13,14,40,0,0,1,1,0,0,0,0,0,0
2160956000,11,14,15,40,0,0,1,1,0,0,0,0,0,0
2161016000,11,15,16,40,0,0,1,1,0,0,0,0,0,0
2198308000,11,16,17,40,0,0,1,1,0,0,0,0,0,0
2200884000,11,17,18,40,0,0,1,1,0,0,0,0,0,0
2211132000,11,18,19,40,0,0,1,1,0,0,0,0,0,0
2215108000,11,19,20,40,0,0,1,1,0,0,0,0,0,0
2215164000,11,20,21,40,0,0,1,1,0,0,0,0,0,0
2251568000,11,21,22,40,0,0,1,1,0,0,0,0,0,0
2254200000,11,22,23,40,0,0,1,1,0,0,0,0,0,0
2262148000,11,23,24,40,0,0,1,1,0,0,0,0,0,0
2268032000,11,24,25,40,0,0,1,1,0,0,0,0,0,0
2268084000,11,25,26,40,0,0,1,1,0,0,0,0,0,0
2304596000,11,26,27,40,0,0,1,1,0,0,0,0,0,0
2307172000,11,27,28,40,0,0,1,1,0,0,0,0,0,0
2317420000,11,28,29,40,0,0,1,1,0,0,0,0,0,0
2321620000,11,29,30,40,0,0,1,1,0,0,0,0,0,0
2321676000,11,30,31,40,0,0,1,1,0,0,0,0,0,0
2353092000,11,31,32,40,0,0,1,1,0,0,0,0,0,0
2355724000,11,32,33,40,0,0,1,1,0,0,0,0,0,0
2379636000,11,33,34,40,0,0,1,1,0,0,0,0,0,0
2382660000,11,34,35,40,0,0,1,1,0,0,0,0,0,0
2382716000,11,35,36,40,0,0,1,1,0,0,0,0,0,0
2394032000,11,36,37,40,0,0,1,1,0,0,0,0,0,0
2396720000,11,37,38,40,0,0,1,1,0,0,0,0,0,0
2396772000,11,38,39,40,0,0,1,1,0,0,0,0,0,0
2396828000,11,38,39,40,0,0,1,1,0,0,0,0,0,0
2467056000,12,-1,0,40,0,0,1,1,0,0,0,0,0,0
