timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
2051215999,47.397750383650035,8.545607577404615,0.021441033,-0.046296004,0.013352959,-0.021441033,0.42390487,1,1,0
