timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
2051215999,0.0,0.0,0.0
2467012000,0.0,0.0,0.0
2467212000,0.0,0.0,0.0
2467408000,0.0,0.0,0.0
2467608000,0.0,0.0,0.0
2467808000,0.0,0.0,0.0
