timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
2051084000,0.00052281964,2.7207541e-05,0.00030186577,1
2051284000,0.00052281964,2.7207541e-05,0.00030186577,1
2051492000,0.00052281964,2.7207541e-05,0.00030186577,1
2051692000,0.00052281964,2.7207541e-05,0.00030186577,1
2051892000,0.00052281964,2.7207541e-05,0.00030186577,1
2052092000,0.00052281964,2.7207541e-05,0.00030186577,1
2052300000,0.00052281964,2.7207541e-05,0.00030186577,1
2467052000,0.00052281964,2.7207541e-05,0.00030186577,1
2467252000,0.00052281964,2.7207541e-05,0.00030186577,1
2467452000,0.00052281964,2.7207541e-05,0.00030186577,1
2467652000,0.00052281964,2.7207541e-05,0.00030186577,1
2467852000,0.00052281964,2.7207541e-05,0.00030186577,1
