timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
3782252000,0.0017501849,0.000792965,0.0006414293,1
3782452000,0.0017501849,0.000792965,0.0006414293,1
3782652000,0.0017501849,0.000792965,0.0006414293,1
3782852000,0.0017151813,0.00067944947,0.00079872017,0
3783052000,0.0017151813,0.00067944947,0.00079872017,1
3783252000,0.0017151813,0.00067944947,0.00079872017,1
3783452000,0.0017151813,0.00067944947,0.00079872017,1
4387648000,0.0017151813,0.00067944947,0.00079872017,1
4387848000,0.0017151813,0.00067944947,0.00079872017,1
4388048000,0.0017151813,0.00067944947,0.00079872017,1
4388248000,0.0017151813,0.00067944947,0.00079872017,1
4388544000,0.0017151813,0.00067944947,0.00079872017,1
