timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
3781396000,nan,nan,0.0,2.0,nan,nan,nan,530,1,1,1,1,0,0
3781396000,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,1,1,1,1,0,0
3782252000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,1,255,190,0,1
3822448000,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
3827768000,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
3868196000,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
3912608000,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
3969616000,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
4031160000,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
4091528000,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
4151620000,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
4211708000,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
4267819999,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
4300128000,0.0,0.0,25.0,0.0,1.0,0.0,0.0,206,1,1,1,1,0,0
4307800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,1,1,1,1,0,0
4307856000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,1,1,0,0
4307912000,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,1,1,1,1,0,0
4387544000,0.0,0.0,0.0,2.0,50.0,nan,0.024284095,0,1,1,1,1,0,0
