timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
3782144000,inf,1,0,0,0,0
3783144000,inf,1,0,0,0,0
3783284000,inf,1,0,0,0,1
3783424000,inf,1,0,0,0,0
3783484000,inf,0,0,1,0,0
3783584000,inf,0,0,0,0,0
3784584000,inf,0,0,0,0,0
3785584000,inf,0,0,0,0,0
3786584000,inf,0,0,0,0,0
3787584000,inf,0,0,0,0,0
3788584000,inf,0,0,0,0,0
3789584000,inf,0,0,0,0,0
3790584000,inf,0,0,0,0,0
3791584000,inf,0,0,0,0,0
3792584000,inf,0,0,0,0,0
3793584000,inf,0,0,0,0,0
3794584000,inf,0,0,0,0,0
3795584000,inf,0,0,0,0,0
3796584000,inf,0,0,0,0,0
3797584000,inf,0,0,0,0,0
3798584000,inf,0,0,0,0,0
3799584000,inf,0,0,0,0,0
3800584000,inf,0,0,0,0,0
3801584000,inf,0,0,0,0,0
3802584000,inf,0,0,0,0,0
3803584000,inf,0,0,0,0,0
3804584000,inf,0,0,0,0,0
3805584000,inf,0,0,0,0,0
3806584000,inf,0,0,0,0,0
3807584000,inf,0,0,0,0,0
3808584000,inf,0,0,0,0,0
3809584000,inf,0,0,0,0,0
3810584000,inf,0,0,0,0,0
3811584000,inf,0,0,0,0,0
3812584000,inf,0,0,0,0,0
3813584000,inf,0,0,0,0,0
3814584000,inf,0,0,0,0,0
3815584000,inf,0,0,0,0,0
3816584000,inf,0,0,0,0,0
3817584000,inf,0,0,0,0,0
3818584000,inf,0,0,0,0,0
3819584000,inf,0,0,0,0,0
3820584000,inf,0,0,0,0,0
3821584000,inf,0,0,0,0,0
3822584000,inf,0,0,0,0,0
3823584000,inf,0,0,0,0,0
3824584000,inf,0,0,0,0,0
3825584000,inf,0,0,0,0,0
3826584000,inf,0,0,0,0,0
3827584000,inf,0,0,0,0,0
3828584000,inf,0,0,0,0,0
3829584000,inf,0,0,0,0,0
3830584000,inf,0,0,0,0,0
3831584000,inf,0,0,0,0,0
3832584000,inf,0,0,0,0,0
3833584000,inf,0,0,0,0,0
3834584000,inf,0,0,0,0,0
3835584000,inf,0,0,0,0,0
3836584000,inf,0,0,0,0,0
3837584000,inf,0,0,0,0,0
3838584000,inf,0,0,0,0,0
3839584000,inf,0,0,0,0,0
3840584000,inf,0,0,0,0,0
3841584000,inf,0,0,0,0,0
3842584000,inf,0,0,0,0,0
3843584000,inf,0,0,0,0,0
3844584000,inf,0,0,0,0,0
3845584000,inf,0,0,0,0,0
3846584000,inf,0,0,0,0,0
3847584000,inf,0,0,0,0,0
3848584000,inf,0,0,0,0,0
3849584000,inf,0,0,0,0,0
3850584000,inf,0,0,0,0,0
