timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
3782260000,47.39774957606099,8.545605536395584,0.024284095,-0.1360958,-0.1402705,-0.024284095,0.4281932,1,1,0
