timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
3782264000,-0.97716725,0.0019499022,-0.00018249902,-0.21246277,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782312000,-0.9771561,0.0019459741,-0.00022439225,-0.21251391,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782368000,-0.97716135,0.0019972618,-0.00025332006,-0.21248941,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782416000,-0.9771562,0.0020153134,-0.00021577158,-0.21251258,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782468000,-0.9771525,0.0020216457,-0.0001777801,-0.21252945,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782520000,-0.9771447,0.0020387035,-0.00019934829,-0.21256523,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782572000,-0.9771459,0.002016644,-0.00022250897,-0.21256007,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782624000,-0.97714865,0.0020487008,-0.00020176599,-0.21254735,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782676000,-0.9771483,0.002028452,-0.00020234844,-0.21254921,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782728000,-0.9771488,0.0020660602,-0.00024732715,-0.21254672,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782780000,-0.9771344,0.0020652898,-0.00022630673,-0.21261247,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782836000,-0.97714204,0.002025986,-0.00015129095,-0.21257775,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782884000,-0.97714376,0.002027563,-0.00017652244,-0.2125698,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782936000,-0.9771424,0.0019522083,-0.00015101515,-0.2125768,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3782988000,-0.97714925,0.0019136551,-0.00010389852,-0.21254618,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783040000,-0.97714794,0.0019533683,-0.00016844772,-0.21255177,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783096000,-0.97715056,0.001898073,-0.00018948347,-0.21254025,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783144000,-0.9771409,0.0018507986,-0.0001557751,-0.21258467,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783196000,-0.977134,0.0018466132,-0.00015263323,-0.21261646,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783248000,-0.9771321,0.0017950832,-9.734111e-05,-0.21262565,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783300000,-0.97712374,0.0017514019,-0.00013337017,-0.21266446,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783352000,-0.9771131,0.0017794648,-4.0534705e-05,-0.21271302,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783408000,-0.97710896,0.0017988168,-1.0870395e-05,-0.21273193,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783456000,-0.977119,0.0017226872,-8.4720756e-05,-0.21268637,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783508000,-0.977106,0.0017616104,3.7382877e-05,-0.21274626,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783560000,-0.9770996,0.0018085508,6.1482635e-05,-0.21277504,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783612000,-0.97710013,0.001806873,2.5528168e-05,-0.21277273,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783668000,-0.9770964,0.0018397851,2.385301e-05,-0.21278928,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783716000,-0.9770858,0.0017895232,9.293503e-05,-0.21283852,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783772000,-0.9771063,0.001803138,0.00013233071,-0.21274433,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783824000,-0.9771203,0.0017765893,0.00012631773,-0.21268031,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783872000,-0.97713155,0.001701572,0.00018803537,-0.21262851,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783928000,-0.9771217,0.0016922985,0.00021434193,-0.2126745,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3783976000,-0.9771256,0.0016782436,0.00027807782,-0.21265638,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784032000,-0.9771251,0.0017004539,0.0002725305,-0.21265823,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784080000,-0.97711784,0.0013037183,0.0006416595,-0.21269406,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784132000,-0.9771216,-0.0016996693,0.0031559407,-0.21265176,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784184000,-0.9771235,-0.0055684987,0.00613202,-0.2125116,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784240000,-0.9771064,-0.00768163,0.007951641,-0.21246426,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784288000,-0.9771032,-0.008167291,0.008377174,-0.21244411,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784340000,-0.97712016,-0.0075960606,0.007845415,-0.21240768,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784392000,-0.97714657,-0.0065164506,0.0067932447,-0.21235877,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784444000,-0.97716874,-0.0050903223,0.005780644,-0.21232508,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784496000,-0.97718763,-0.0037398313,0.0047030896,-0.21229303,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784548000,-0.9772055,-0.0027339442,0.0037642885,-0.21224445,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784600000,-0.97720635,-0.0020317691,0.0029874987,-0.21226119,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784656000,-0.9772095,-0.0014748836,0.002428182,-0.21225846,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784704000,-0.9772232,-0.0011479006,0.0021571394,-0.21219985,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784760000,-0.9772168,-0.00082205865,0.001959162,-0.212233,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784808000,-0.97722316,-0.0006585892,0.001871182,-0.21220498,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784860000,-0.97722876,-0.00060524495,0.0017731903,-0.21218029,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784912000,-0.97723955,-0.00064581755,0.001609865,-0.21213189,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3784968000,-0.97725254,-0.0005531194,0.001520472,-0.21207309,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785016000,-0.97725993,-0.00046832731,0.0014736686,-0.21203962,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785068000,-0.97725916,-0.0004364413,0.0013180741,-0.2120443,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785124000,-0.9772506,-0.00048525215,0.0011687608,-0.21208428,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785172000,-0.97724956,-0.0004453101,0.0011777768,-0.21208914,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785224000,-0.97725606,-0.00055278343,0.0011874854,-0.21205908,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785276000,-0.9772499,-0.0005627085,0.0010828164,-0.21208769,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785328000,-0.97725457,-0.000547456,0.0009595267,-0.21206692,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785380000,-0.9772674,-0.0005446583,0.000886002,-0.21200824,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785432000,-0.9772596,-0.00049597025,0.0008651279,-0.21204409,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785484000,-0.9772387,-0.0006140531,0.00082593854,-0.21214025,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
3785536000,-0.97724545,-0.0008037673,0.00069308456,-0.21210925,-0.9999999,0.0,-8.1490736e-10,-0.00046835846,6
