timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
2565280000,-0.043334488,0.18214992,0.41622642,0.0,0.97373164,-0.03989717,0.084507905,0.20763752,0.0,0.0,-0.12213327,1,0,0,0,0,0
2565372000,-0.005488782,0.08011424,0.41569582,0.0,0.977666,-0.010946895,0.038618486,0.20629585,0.0,0.0,-0.12038794,1,0,0,0,0,0
2565468000,0.0010986814,0.10691477,0.41569582,0.0,0.9770854,-0.010489172,0.052395113,0.20603108,0.0,0.0,-0.15838437,1,0,0,0,0,0
2565580000,0.0020926832,0.07305751,0.41569582,0.0,0.9778319,-0.0065130577,0.035950363,0.20617944,0.0,0.0,-0.23225257,1,0,0,0,0,0
2565672000,0.0019729394,0.05872744,0.41569582,0.0,0.97806096,-0.0050936425,0.028931063,0.20623723,0.0,0.0,-0.29414895,1,0,0,0,0,0
2565784000,0.00047875388,0.04783573,0.41569582,0.0,0.9781986,-0.004700932,0.023450237,0.20628996,0.0,0.0,-0.37379596,1,0,0,0,0,0
2565876000,0.00046763328,0.040776905,0.41569582,0.0,0.9782749,-0.003978223,0.019996494,0.20630707,0.0,0.0,-0.44211045,1,0,0,0,0,0
2565972000,0.0010826768,0.03460922,0.41569582,0.0,0.9783326,-0.0030410986,0.017043011,0.2063145,0.0,0.0,-0.5152731,1,0,0,0,0,0
2566064000,0.0012073289,0.029452696,0.41569582,0.0,0.9783729,-0.0024481316,0.014533429,0.2063235,0.0,0.0,-0.5835065,1,0,0,0,0,0
2566176000,-0.0013381308,0.018860957,0.41569582,0.0,0.97843224,-0.0026006296,0.0090893125,0.20635158,0.0,0.0,-0.6088933,1,0,0,0,0,0
2566268000,-0.0014286841,0.0030730718,0.41569582,0.0,0.9784757,-0.0010160377,0.0013560568,0.20635541,0.0,0.0,-0.6064282,1,0,0,0,0,0
2566380000,-0.0029777894,-0.0111517925,0.41569582,0.0,0.9784627,-0.00030622195,-0.005763089,0.20634307,0.0,0.0,-0.6096427,1,0,0,0,0,0
2566476000,-0.004123187,-0.015323493,0.41569582,0.0,0.97844976,-0.00043614404,-0.007922161,0.20633265,0.0,0.0,-0.6169154,1,0,0,0,0,0
2566568000,-0.0043211114,-0.017773593,0.41569582,0.0,0.97844034,-0.00028016654,-0.009141216,0.20632721,0.0,0.0,-0.61459655,1,0,0,0,0,0
2566680000,-0.004602271,-0.016888596,0.41569582,0.0,0.9784438,-0.0005090323,-0.008737266,0.2063277,0.0,0.0,-0.61792237,1,0,0,0,0,0
2566772000,-0.004431107,-0.015078337,0.41569582,0.0,0.97845054,-0.00061208184,-0.007833993,0.20633192,0.0,0.0,-0.6168584,1,0,0,0,0,0
2566868000,-0.0053802957,-0.01599736,0.41569582,0.0,0.9784469,-0.0009816202,-0.00838152,0.2063262,0.0,0.0,-0.6225281,1,0,0,0,0,0
2566980000,-0.0038474638,-0.014926503,0.41569582,0.0,0.9784512,-0.00034221515,-0.0076995012,0.20633444,0.0,0.0,-0.6276267,1,0,0,0,0,0
2567072000,-0.004576042,-0.014677441,0.41569582,0.0,0.9784518,-0.000724353,-0.007652818,0.20633207,0.0,0.0,-0.62537205,1,0,0,0,0,0
