timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
2564256000,0.9784544,-0.00020226452,-0.0026627718,0.20644593,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564308000,0.9784508,-0.00020833865,-0.0025927834,0.20646398,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564356000,0.9784424,-0.00023890856,-0.0026447559,0.20650305,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564408000,0.97843957,-0.00022440568,-0.0026270167,0.2065165,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564460000,0.97843266,-0.00025609432,-0.0026562733,0.20654888,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564512000,0.9784096,-0.00023744184,-0.0026768865,0.20665815,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564564000,0.9784088,-0.00025121198,-0.0026642235,0.20666204,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564616000,0.97841066,-0.00023945865,-0.0026581082,0.20665279,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564668000,0.97841275,-0.00023235213,-0.0026216004,0.20664385,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564720000,0.9784245,-0.00024073495,-0.0026393116,0.20658801,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564772000,0.97842205,-0.00024884153,-0.0026865725,0.20659874,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564824000,0.9784268,-0.00020345717,-0.002647536,0.20657691,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564876000,0.9784135,-0.00021932943,-0.0026319292,0.20663984,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564928000,0.9784102,-0.00024486467,-0.002639486,0.2066556,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2564980000,0.97841376,-0.00021119995,-0.0026750488,0.20663811,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565032000,0.97841936,-0.00017316034,-0.0026638086,0.20661207,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565084000,0.97840744,-0.00014921991,-0.0026496456,0.2066684,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565140000,0.9784043,-0.00019456142,-0.0025921992,0.20668428,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565188000,0.97842723,-0.0001941819,-0.0025590868,0.20657581,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565240000,0.9784174,-0.00026675218,-0.0025476816,0.20662253,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565292000,0.9784184,-0.00030166595,-0.0025232884,0.20661768,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565344000,0.9784153,-0.0002863189,-0.0025089637,0.20663285,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565396000,0.97840375,-0.00024768943,-0.002489925,0.20668797,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565448000,0.9783995,-0.00027581828,-0.0024952008,0.20670821,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565500000,0.9783899,-0.0003656427,-0.0024909289,0.2067534,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565552000,0.97837746,-0.00033859213,-0.0025010828,0.20681226,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565604000,0.9783835,-0.0003460664,-0.002507356,0.20678331,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565660000,0.9783775,-0.00031282537,-0.0025362927,0.20681117,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565708000,0.9783591,-0.00033512703,-0.0025326645,0.20689845,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565760000,0.97835004,-0.00032559322,-0.0025887713,0.206941,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565816000,0.9783426,-0.0004279155,-0.002650531,0.206975,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565864000,0.97834146,-0.00045979902,-0.0026746285,0.20697959,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565916000,0.97834826,-0.00041404917,-0.0027506244,0.20694695,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2565968000,0.9783557,-0.0004338908,-0.00273037,0.206912,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566020000,0.9783553,-0.00036300937,-0.0027315326,0.20691423,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566072000,0.9783604,-0.00045471647,-0.0023003311,0.20689484,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566128000,0.9783683,-0.0013435453,0.002120261,0.20685568,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566176000,0.97830254,-0.0027709664,0.009641898,0.20693822,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566228000,0.978228,-0.0036038656,0.015739044,0.20690428,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566280000,0.97820294,-0.0040518376,0.018273849,0.20680611,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566332000,0.97823244,-0.003953428,0.018112818,0.20668255,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566384000,0.9782843,-0.0035355885,0.016006386,0.2066187,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566436000,0.97832656,-0.0030447785,0.013011301,0.20663622,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566488000,0.9783727,-0.002601727,0.009919248,0.20659539,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566540000,0.9784025,-0.0021596109,0.0070633152,0.20657715,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566592000,0.97842515,-0.0019699475,0.0045283255,0.20654306,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566648000,0.97843665,-0.0017972672,0.0025312991,0.2065239,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566696000,0.9784413,-0.0017148643,0.0013820849,0.20651363,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566748000,0.97845435,-0.001706468,0.0006828069,0.20645519,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566800000,0.97846466,-0.0017557458,0.00024566843,0.206407,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566852000,0.9784903,-0.0017588516,-9.122431e-06,0.20628567,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566908000,0.97848004,-0.0016321834,-0.0003272302,0.20633475,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2566956000,0.97846377,-0.001670419,-0.0007245056,0.20641048,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567008000,0.9784725,-0.0016801666,-0.0010637519,0.20636803,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567060000,0.97847474,-0.0015313922,-0.0011305859,0.20635812,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567112000,0.9784827,-0.0015217615,-0.0012689825,0.20631933,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567164000,0.9784849,-0.0014853029,-0.0015440764,0.20630717,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567216000,0.97847694,-0.0015851894,-0.001618426,0.20634396,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567268000,0.9784875,-0.0017567431,-0.0016893856,0.20629196,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567320000,0.97850657,-0.001531059,-0.0018849157,0.2062017,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567376000,0.97849953,-0.0012905322,-0.0021813852,0.20623343,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567424000,0.97849953,-0.0010726333,-0.002428933,0.206232,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567480000,0.9785066,-0.0008865821,-0.0024940865,0.20619859,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567532000,0.9785044,-0.0007052682,-0.0025837908,0.20620881,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567580000,0.97850096,-0.00057754334,-0.0026385463,0.20622456,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567632000,0.9785057,-0.0005055081,-0.0027672618,0.20620084,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567688000,0.97849494,-0.0004904496,-0.002924747,0.20624946,-0.99999464,1.45519135e-11,1.8189892e-11,0.0032733525,4
2567736000,0.9783741,-0.0003964938,-0.0028408114,0.20682321,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2567788000,0.97838485,-0.00023214992,-0.0030971596,0.20676918,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2567844000,0.9784062,-0.00015772239,-0.0032306558,0.20666651,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2567892000,0.9784167,-0.00017668652,-0.0032763577,0.20661552,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2567944000,0.97841877,-8.792414e-05,-0.0031824375,0.20660715,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568000000,0.97841495,2.1719603e-05,-0.0030137852,0.20662786,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568048000,0.9784087,5.0271447e-05,-0.0029216423,0.20665896,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568100000,0.97840065,-0.00027187399,-0.0030482197,0.20669483,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568156000,0.9784049,-0.000503123,-0.0034283532,0.2066686,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568204000,0.9784109,-0.0006477985,-0.0035491143,0.20663765,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568256000,0.978393,-0.0007638754,-0.0037190756,0.20671916,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568312000,0.97838795,-0.00081207766,-0.0037717596,0.20674202,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568360000,0.9783916,-0.00085841544,-0.0036240504,0.20672715,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568412000,0.978398,-0.0010403867,-0.0036058598,0.20669614,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568464000,0.97842324,-0.001229555,-0.0039648684,0.20656925,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568520000,0.97844285,-0.0010793582,-0.0044273827,0.20646773,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568568000,0.97845703,-0.0010963677,-0.0045934087,0.20639704,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568620000,0.97847086,-0.0010324636,-0.0047651883,0.20632763,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568672000,0.97846955,-0.00070531835,-0.0048673297,0.20633283,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568728000,0.9784756,-0.0005953554,-0.0050328732,0.20630065,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568776000,0.97847337,-0.0005953222,-0.0051407553,0.20630845,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568828000,0.9784827,-0.0006019373,-0.0052627726,0.20626098,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568880000,0.9784898,-0.00052178383,-0.005312214,0.20622599,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568932000,0.9784983,-0.0006562521,-0.005196631,0.20618895,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2568988000,0.9785172,-0.0008731191,-0.0051901555,0.20609805,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2569036000,0.97855496,-0.0008641277,-0.005242951,0.2059175,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2569088000,0.9785635,-0.00067974266,-0.0051312293,0.2058806,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2569140000,0.9785648,-0.0005683334,-0.0049748677,0.20587872,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
2569192000,0.97856176,-0.0005677107,-0.004888198,0.20589514,0.9999998,-2.9103833e-10,2.9103834e-11,0.00066861516,5
