timestamp,saturation_status
2564256000,1533
2564260000,1533
2564264000,1533
2564272000,1533
2564276000,1533
2564280000,1533
2564284000,1533
2564288000,1533
2564296000,1533
2564304000,1533
2564308000,1533
2564316000,1533
2564320000,1533
2564328000,1533
2564332000,1533
2564336000,1533
2564340000,1533
2564348000,1533
2564352000,1533
2564356000,1533
2564360000,1533
2564368000,1533
2564372000,1533
2564376000,1533
2564380000,1533
2564384000,1533
2564388000,1533
2564396000,1533
2564404000,1533
2564408000,1533
2564412000,1533
2564416000,1533
2564420000,1533
2564424000,1533
2564432000,1533
2564436000,1533
2564444000,1533
2564448000,1533
2564456000,1533
2564460000,1533
2564468000,1533
2564472000,1533
2564480000,1533
2564484000,1533
2564488000,1533
2564492000,1533
2564496000,1533
2564500000,1533
2564504000,1533
2564508000,1533
2564516000,1533
2564520000,1533
2564524000,1533
2564528000,1533
2564532000,1533
2564536000,1533
2564540000,1533
2564544000,1533
2564548000,1533
2564552000,1533
2564556000,1533
2564560000,1533
2564568000,1533
2564572000,1533
2564576000,1533
2564580000,1533
2564584000,1533
2564588000,1533
2564592000,1533
2564596000,1533
2564600000,1533
2564604000,1533
2564608000,1533
2564612000,1533
2564620000,1533
2564624000,1533
2564628000,1533
2564632000,1533
2564636000,1533
2564640000,1533
2564644000,1533
2564648000,1533
2564652000,1533
2564656000,1533
2564664000,1533
2564668000,1533
2564672000,1533
2564676000,1533
2564680000,1533
2564684000,1533
2564688000,1533
2564692000,1533
2564696000,1533
2564704000,1533
2564712000,1533
2564716000,1533
2564720000,1533
2564728000,1533
2564732000,1533
2564736000,1533
2564744000,1533
2564748000,1533
2564756000,1533
2564764000,1533
2564772000,1533
2564776000,1533
2564780000,1533
2564784000,1533
2564788000,1533
2564796000,1533
2564804000,1533
2564808000,1533
2564812000,1533
2564820000,1533
2564824000,1533
2564828000,1533
2564836000,1533
2564840000,1533
2564844000,1533
2564848000,1533
2564852000,1533
2564856000,1533
2564860000,1533
2564864000,1533
2564868000,1533
2564872000,1533
2564876000,1533
2564884000,1533
2564888000,1533
2564892000,1533
2564900000,1533
2564908000,1533
