timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,arspd_check_level,load_factor_ratio,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,aspd_check_failing,aspd_fault_declared,aspd_use_inhibit,aspd_fail_rtl
2564252000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2565260000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2566268000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2567276000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2568284000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2569292000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2570300000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2571308000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2572316000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2573324000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2574332000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2575340000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2576348000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2577356000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2578364000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2579372000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2580380000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2581388000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2582396000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2583404000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2584412000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2585420000,2097199,2097167,2097199,0.0,0.0,3,2,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
