timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
2564252000,47.397750160397834,8.545607979356223,-0.024090039,-0.071120515,0.04360721,0.024090039,0.41585085,1,1,0
