timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
2564252000,0.0,0.0,0.0
3042544000,0.0,0.0,0.0
3042740000,0.0,0.0,0.0
3042944000,0.0,0.0,0.0
3043140000,0.0,0.0,0.0
3043340000,0.0,0.0,0.0
