timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
2564256000,0.202,-0.07900001,0.42900002
2564260000,0.202,-0.07900001,0.42900002
2564264000,0.202,-0.07900001,0.42900002
2564268000,0.202,-0.07900001,0.42900002
2564272000,0.19800001,-0.08100001,0.43
2564276000,0.19800001,-0.08100001,0.43
2564280000,0.19800001,-0.08100001,0.43
2564288000,0.19800001,-0.08100001,0.43
2564292000,0.19800001,-0.08100001,0.43
2564296000,0.19800001,-0.08100001,0.43
2564300000,0.19800001,-0.08100001,0.43
2564308000,0.19800001,-0.08100001,0.43
2564312000,0.19800001,-0.08100001,0.43
2564316000,0.19800001,-0.08100001,0.43
2564320000,0.19800001,-0.08100001,0.43
2564324000,0.2,-0.077000014,0.43100002
2564328000,0.2,-0.077000014,0.43100002
2564332000,0.2,-0.077000014,0.43100002
2564336000,0.2,-0.077000014,0.43100002
2564340000,0.2,-0.077000014,0.43100002
2564348000,0.2,-0.077000014,0.43100002
2564352000,0.2,-0.077000014,0.43100002
2564356000,0.2,-0.077000014,0.43100002
2564360000,0.2,-0.077000014,0.43100002
2564368000,0.2,-0.077000014,0.43100002
2564372000,0.2,-0.077000014,0.43100002
2564380000,0.19900002,-0.07900001,0.43100002
2564384000,0.19900002,-0.07900001,0.43100002
2564388000,0.19900002,-0.07900001,0.43100002
2564392000,0.19900002,-0.07900001,0.43100002
2564400000,0.19900002,-0.07900001,0.43100002
2564408000,0.19900002,-0.07900001,0.43100002
2564412000,0.19900002,-0.07900001,0.43100002
2564416000,0.19900002,-0.07900001,0.43100002
2564420000,0.19900002,-0.07900001,0.43100002
2564424000,0.19900002,-0.07900001,0.43100002
2564428000,0.19800001,-0.07900001,0.43
2564432000,0.19800001,-0.07900001,0.43
2564436000,0.19800001,-0.07900001,0.43
2564444000,0.19800001,-0.07900001,0.43
2564448000,0.19800001,-0.07900001,0.43
2564456000,0.19800001,-0.07900001,0.43
2564460000,0.19800001,-0.07900001,0.43
2564468000,0.19800001,-0.07900001,0.43
2564472000,0.19800001,-0.07900001,0.43
2564480000,0.20300001,-0.07800001,0.43100002
2564484000,0.20300001,-0.07800001,0.43100002
2564488000,0.20300001,-0.07800001,0.43100002
2564496000,0.20300001,-0.07800001,0.43100002
2564500000,0.20300001,-0.07800001,0.43100002
2564504000,0.20300001,-0.07800001,0.43100002
2564512000,0.20300001,-0.07800001,0.43100002
2564516000,0.20300001,-0.07800001,0.43100002
2564520000,0.20300001,-0.07800001,0.43100002
2564524000,0.20300001,-0.07800001,0.43100002
2564528000,0.20300001,-0.07800001,0.43100002
2564532000,0.2,-0.07900001,0.43
2564540000,0.2,-0.07900001,0.43
2564544000,0.2,-0.07900001,0.43
2564548000,0.2,-0.07900001,0.43
2564556000,0.2,-0.07900001,0.43
2564560000,0.2,-0.07900001,0.43
2564564000,0.2,-0.07900001,0.43
2564568000,0.2,-0.07900001,0.43
2564572000,0.2,-0.07900001,0.43
2564576000,0.2,-0.07900001,0.43
2564580000,0.2,-0.07900001,0.43
2564584000,0.202,-0.077000014,0.42800003
2564588000,0.202,-0.077000014,0.42800003
2564596000,0.202,-0.077000014,0.42800003
2564600000,0.202,-0.077000014,0.42800003
2564604000,0.202,-0.077000014,0.42800003
2564612000,0.202,-0.077000014,0.42800003
2564616000,0.202,-0.077000014,0.42800003
2564620000,0.202,-0.077000014,0.42800003
2564628000,0.202,-0.077000014,0.42800003
2564632000,0.202,-0.077000014,0.42800003
2564636000,0.201,-0.077000014,0.43
2564640000,0.201,-0.077000014,0.43
2564644000,0.201,-0.077000014,0.43
2564648000,0.201,-0.077000014,0.43
2564652000,0.201,-0.077000014,0.43
2564656000,0.201,-0.077000014,0.43
2564664000,0.201,-0.077000014,0.43
2564668000,0.201,-0.077000014,0.43
2564672000,0.201,-0.077000014,0.43
2564676000,0.201,-0.077000014,0.43
2564680000,0.201,-0.077000014,0.43
2564684000,0.201,-0.077000014,0.43
2564688000,0.20400001,-0.077000014,0.43100002
2564692000,0.20400001,-0.077000014,0.43100002
2564696000,0.20400001,-0.077000014,0.43100002
2564704000,0.20400001,-0.077000014,0.43100002
2564708000,0.20400001,-0.077000014,0.43100002
2564712000,0.20400001,-0.077000014,0.43100002
2564716000,0.20400001,-0.077000014,0.43100002
2564724000,0.20400001,-0.077000014,0.43100002
2564728000,0.20400001,-0.077000014,0.43100002
2564732000,0.20400001,-0.077000014,0.43100002
2564740000,0.19900002,-0.07800001,0.43
2564744000,0.19900002,-0.07800001,0.43
2564748000,0.19900002,-0.07800001,0.43
2564752000,0.19900002,-0.07800001,0.43
2564756000,0.19900002,-0.07800001,0.43
2564764000,0.19900002,-0.07800001,0.43
2564768000,0.19900002,-0.07800001,0.43
2564772000,0.19900002,-0.07800001,0.43
2564776000,0.19900002,-0.07800001,0.43
2564780000,0.19900002,-0.07800001,0.43
2564788000,0.19900002,-0.07800001,0.43
2564796000,0.19800001,-0.07800001,0.42800003
2564800000,0.19800001,-0.07800001,0.42800003
2564808000,0.19800001,-0.07800001,0.42800003
2564816000,0.19800001,-0.07800001,0.42800003
2564820000,0.19800001,-0.07800001,0.42800003
2564824000,0.19800001,-0.07800001,0.42800003
2564828000,0.19800001,-0.07800001,0.42800003
2564836000,0.19800001,-0.07800001,0.42800003
2564840000,0.19800001,-0.07800001,0.42800003
2564844000,0.202,-0.07900001,0.42800003
2564848000,0.202,-0.07900001,0.42800003
2564852000,0.202,-0.07900001,0.42800003
2564860000,0.202,-0.07900001,0.42800003
2564864000,0.202,-0.07900001,0.42800003
2564872000,0.202,-0.07900001,0.42800003
2564876000,0.202,-0.07900001,0.42800003
2564880000,0.202,-0.07900001,0.42800003
2564888000,0.202,-0.07900001,0.42800003
2564892000,0.202,-0.07900001,0.42800003
2564896000,0.19900002,-0.08000001,0.42600003
2564900000,0.19900002,-0.08000001,0.42600003
2564904000,0.19900002,-0.08000001,0.42600003
2564908000,0.19900002,-0.08000001,0.42600003
2564912000,0.19900002,-0.08000001,0.42600003
2564916000,0.19900002,-0.08000001,0.42600003
2564920000,0.19900002,-0.08000001,0.42600003
2564924000,0.19900002,-0.08000001,0.42600003
2564932000,0.19900002,-0.08000001,0.42600003
2564936000,0.19900002,-0.08000001,0.42600003
2564940000,0.19900002,-0.08000001,0.42600003
2564944000,0.19900002,-0.08000001,0.42600003
2564952000,0.201,-0.08000001,0.42700002
2564956000,0.201,-0.08000001,0.42700002
2564960000,0.201,-0.08000001,0.42700002
2564964000,0.201,-0.08000001,0.42700002
2564972000,0.201,-0.08000001,0.42700002
