timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
8959128000,inf,1,0,0,0,0
8960128000,inf,1,0,0,0,0
8960868000,inf,1,0,0,0,1
8961008000,inf,1,0,0,0,0
8961128000,inf,0,0,1,0,0
8961208000,inf,0,0,0,0,0
8962208000,inf,0,0,0,0,0
8963208000,inf,0,0,0,0,0
8964208000,inf,0,0,0,0,0
8965208000,inf,0,0,0,0,0
8966208000,inf,0,0,0,0,0
8967208000,inf,0,0,0,0,0
8968208000,inf,0,0,0,0,0
8969208000,inf,0,0,0,0,0
8970208000,inf,0,0,0,0,0
8971208000,inf,0,0,0,0,0
8972208000,inf,0,0,0,0,0
8973208000,inf,0,0,0,0,0
8974208000,inf,0,0,0,0,0
8975208000,inf,0,0,0,0,0
8976208000,inf,0,0,0,0,0
8977208000,inf,0,0,0,0,0
8978208000,inf,0,0,0,0,0
8979208000,inf,0,0,0,0,0
8980208000,inf,0,0,0,0,0
8981208000,inf,0,0,0,0,0
8982208000,inf,0,0,0,0,0
8983208000,inf,0,0,0,0,0
8984208000,inf,0,0,0,0,0
8985208000,inf,0,0,0,0,0
8986208000,inf,0,0,0,0,0
8987208000,inf,0,0,0,0,0
8988208000,inf,0,0,0,0,0
8989208000,inf,0,0,0,0,0
8990208000,inf,0,0,0,0,0
8991208000,inf,0,0,0,0,0
8992208000,inf,0,0,0,0,0
8993208000,inf,0,0,0,0,0
8994208000,inf,0,0,0,0,0
8995208000,inf,0,0,0,0,0
8996208000,inf,0,0,0,0,0
8997208000,inf,0,0,0,0,0
8998208000,inf,0,0,0,0,0
8999208000,inf,0,0,0,0,0
9000208000,inf,0,0,0,0,0
9001208000,inf,0,0,0,0,0
9002208000,inf,0,0,0,0,0
9003208000,inf,0,0,0,0,0
9004208000,inf,0,0,0,0,0
9005208000,inf,0,0,0,0,0
9006208000,inf,0,0,0,0,0
9007208000,inf,0,0,0,0,0
9008208000,inf,0,0,0,0,0
9009208000,inf,0,0,0,0,0
9010208000,inf,0,0,0,0,0
9011208000,inf,0,0,0,0,0
9012208000,inf,0,0,0,0,0
9013208000,inf,0,0,0,0,0
9014208000,inf,0,0,0,0,0
9015208000,inf,0,0,0,0,0
9016208000,inf,0,0,0,0,0
9017208000,inf,0,0,0,0,0
9018208000,inf,0,0,0,0,0
9019208000,inf,0,0,0,0,0
9020208000,inf,0,0,0,0,0
9021208000,inf,0,0,0,0,0
9022208000,inf,0,0,0,0,0
9023208000,inf,0,0,0,0,0
9024208000,inf,0,0,0,0,0
9025208000,inf,0,0,0,0,0
9026208000,inf,0,0,0,0,0
9027208000,inf,0,0,0,0,0
9028208000,inf,0,0,0,0,0
9029208000,inf,0,0,0,0,0
9030208000,inf,0,0,0,0,0
9031208000,inf,0,0,0,0,0
9032208000,inf,0,0,0,0,0
9033208000,inf,0,0,0,0,0
9034208000,inf,0,0,0,0,0
9035208000,inf,0,0,0,0,0
9036208000,inf,0,0,0,0,0
9037208000,inf,0,0,0,0,0
9038208000,inf,0,0,0,0,0
9039208000,inf,0,0,0,0,0
9040208000,inf,0,0,0,0,0
9041208000,inf,0,0,0,0,0
9042208000,inf,0,0,0,0,0
9043208000,inf,0,0,0,0,0
9044208000,inf,0,0,0,0,0
9045208000,inf,0,0,0,0,0
9046208000,inf,0,0,0,0,0
9047208000,inf,0,0,0,0,0
9048208000,inf,0,0,0,0,0
9049208000,inf,0,0,0,0,0
9050208000,inf,0,0,0,0,0
9051208000,inf,0,0,0,0,0
9052208000,inf,0,0,0,0,0
9053208000,inf,0,0,0,0,0
9054208000,inf,0,0,0,0,0
9055208000,inf,0,0,0,0,0
9056208000,inf,0,0,0,0,0
9057208000,inf,0,0,0,0,0
9058208000,inf,0,0,0,0,0
9059208000,inf,0,0,0,0,0
9060208000,inf,0,0,0,0,0
9061208000,inf,0,0,0,0,0
9062208000,inf,0,0,0,0,0
9063208000,inf,0,0,0,0,0
9064208000,inf,0,0,0,0,0
9065208000,inf,0,0,0,0,0
9066208000,inf,0,0,0,0,0
9067208000,inf,0,0,0,0,0
9068208000,inf,0,0,0,0,0
9069208000,inf,0,0,0,0,0
9070208000,inf,0,0,0,0,0
9071208000,inf,0,0,0,0,0
9072208000,inf,0,0,0,0,0
9073208000,inf,0,0,0,0,0
9074208000,inf,0,0,0,0,0
9075208000,inf,0,0,0,0,0
9076208000,inf,0,0,0,0,0
9077208000,inf,0,0,0,0,0
9078208000,inf,0,0,0,0,0
9079208000,inf,0,0,0,0,0
9080208000,inf,0,0,0,0,0
9081208000,inf,0,0,0,0,0
9082208000,inf,0,0,0,0,0
9083208000,inf,0,0,0,0,0
9084208000,inf,0,0,0,0,0
9085208000,inf,0,0,0,0,0
9086208000,inf,0,0,0,0,0
9087208000,inf,0,0,0,0,0
9088208000,inf,0,0,0,0,0
9089208000,inf,0,0,0,0,0
9090208000,inf,0,0,0,0,0
9091208000,inf,0,0,0,0,0
9092208000,inf,0,0,0,0,0
9093208000,inf,0,0,0,0,0
9094208000,inf,0,0,0,0,0
9095208000,inf,0,0,0,0,0
9096208000,inf,0,0,0,0,0
9097208000,inf,0,0,0,0,0
9098208000,inf,0,0,0,0,0
9099208000,inf,0,0,0,0,0
9100208000,inf,0,0,0,0,0
9101208000,inf,0,0,0,0,0
9102208000,inf,0,0,0,0,0
9103208000,inf,0,0,0,0,0
9104208000,inf,0,0,0,0,0
9105208000,inf,0,0,0,0,0
9106208000,inf,0,0,0,0,0
9107208000,inf,0,0,0,0,0
9108208000,inf,0,0,0,0,0
9109208000,inf,0,0,0,0,0
9110208000,inf,0,0,0,0,0
9111208000,inf,0,0,0,0,0
9112208000,inf,0,0,0,0,0
9113208000,inf,0,0,0,0,0
9114208000,inf,0,0,0,0,0
9115208000,inf,0,0,0,0,0
9116208000,inf,0,0,0,0,0
9117208000,inf,0,0,0,0,0
9118208000,inf,0,0,0,0,0
9119208000,inf,0,0,0,0,0
9120208000,inf,0,0,0,0,0
9121208000,inf,0,0,0,0,0
9122208000,inf,0,0,0,0,0
9123208000,inf,0,0,0,0,0
9124208000,inf,0,0,0,0,0
9125208000,inf,0,0,0,0,0
9126208000,inf,0,0,0,0,0
9127208000,inf,0,0,0,0,0
9128208000,inf,0,0,0,0,0
9129208000,inf,0,0,0,0,0
9130208000,inf,0,0,0,0,0
9131208000,inf,0,0,0,0,0
9132208000,inf,0,0,0,0,0
9133208000,inf,0,0,0,0,0
9134208000,inf,0,0,0,0,0
9135208000,inf,0,0,0,0,0
9136208000,inf,0,0,0,0,0
9137208000,inf,0,0,0,0,0
9138208000,inf,0,0,0,0,0
9139208000,inf,0,0,0,0,0
9140208000,inf,0,0,0,0,0
9141208000,inf,0,0,0,0,0
9142208000,inf,0,0,0,0,0
9143208000,inf,0,0,0,0,0
9144208000,inf,0,0,0,0,0
9145208000,inf,0,0,0,0,0
9146208000,inf,0,0,0,0,0
9147208000,inf,0,0,0,0,0
9148208000,inf,0,0,0,0,0
9149208000,inf,0,0,0,0,0
9150208000,inf,0,0,0,0,0
9151208000,inf,0,0,0,0,0
9152208000,inf,0,0,0,0,0
9153208000,inf,0,0,0,0,0
9154208000,inf,0,0,0,0,0
9155208000,inf,0,0,0,0,0
9156208000,inf,0,0,0,0,0
9157208000,inf,0,0,0,0,0
9158208000,inf,0,0,0,0,0
9159208000,inf,0,0,0,0,0
9160208000,inf,0,0,0,0,0
9161208000,inf,0,0,0,0,0
9162208000,inf,0,0,0,0,0
9163208000,inf,0,0,0,0,0
9164208000,inf,0,0,0,0,0
9165208000,inf,0,0,0,0,0
9166208000,inf,0,0,0,0,0
9167208000,inf,0,0,0,0,0
9168208000,inf,0,0,0,0,0
9169208000,inf,0,0,0,0,0
9170208000,inf,0,0,0,0,0
9171208000,inf,0,0,0,0,0
9172208000,inf,0,0,0,0,0
9173208000,inf,0,0,0,0,0
9174208000,inf,0,0,0,0,0
9175208000,inf,0,0,0,0,0
9176208000,inf,0,0,0,0,0
9177208000,inf,0,0,0,0,0
9178208000,inf,0,0,0,0,0
9179208000,inf,0,0,0,0,0
9180208000,inf,0,0,0,0,0
9181208000,inf,0,0,0,0,0
9182208000,inf,0,0,0,0,0
9183208000,inf,0,0,0,0,0
9183308000,inf,0,0,0,0,1
9184308000,inf,0,0,0,0,1
9185308000,inf,0,0,0,0,1
9186308000,inf,0,0,0,0,1
9187308000,inf,0,0,0,0,1
9188308000,inf,0,0,0,0,1
9189308000,inf,0,0,0,0,1
9190308000,inf,0,0,0,0,1
