timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
8959828000,47.397754480416765,8.545608051107934,0.1270255,0.40924367,0.04900784,-0.1270255,0.40699828,1,1,0
