timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
8959832000,0.97935504,0.0010934909,-0.0037107393,0.20211065,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8959880000,0.97934526,0.0010944611,-0.0036711518,0.20215905,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8959932000,0.97932965,0.0010590439,-0.0036206695,0.2022355,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8959984000,0.97933483,0.0011102924,-0.0035366162,0.20221165,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960040000,0.9793323,0.0010683617,-0.0035030674,0.20222464,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960088000,0.97933537,0.001072781,-0.0034447499,0.20221122,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960140000,0.97933733,0.0010626749,-0.0034072793,0.20220207,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960192000,0.9793392,0.0010687774,-0.003342733,0.20219435,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960244000,0.97934,0.0010985195,-0.0032697315,0.2021914,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960300000,0.979332,0.0011089883,-0.0032503952,0.20223053,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960352000,0.9793345,0.0011189844,-0.0032332593,0.20221856,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960400000,0.9793433,0.0010938466,-0.0032063392,0.20217645,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960456000,0.9793605,0.0011111923,-0.0032023343,0.2020928,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960508000,0.9793536,0.0010808206,-0.0031907686,0.20212641,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960560000,0.97934806,0.0011006425,-0.0031800545,0.20215367,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960608000,0.9793485,0.0011097445,-0.0031682532,0.20215194,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960660000,0.97933733,0.0011665752,-0.003150734,0.20220557,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960716000,0.97931784,0.0011046891,-0.0031932087,0.20229985,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960764000,0.9793313,0.001076014,-0.0031724423,0.20223498,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960816000,0.97932154,0.0011169668,-0.0032875892,0.20228046,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960868000,0.97932243,0.0011096784,-0.0033054627,0.20227604,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960920000,0.979317,0.0011066546,-0.0032873438,0.20230258,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8960972000,0.9793206,0.0011470362,-0.0033009646,0.2022843,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961028000,0.9793163,0.0011834216,-0.0031929563,0.20230685,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961076000,0.97931266,0.001144273,-0.003240727,0.20232385,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961128000,0.9793159,0.0011239074,-0.0032910192,0.20230746,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961180000,0.9793198,0.001212642,-0.0032241738,0.2022893,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961232000,0.97932583,0.0011655624,-0.0032352314,0.20226008,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961288000,0.97931755,0.0011702986,-0.0032155095,0.20230076,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961336000,0.9793185,0.001196469,-0.0032445928,0.20229533,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961392000,0.97931963,0.001246246,-0.0032707914,0.20228933,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961444000,0.97932893,0.0012856978,-0.0032762613,0.20224363,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961492000,0.97932535,0.0013062677,-0.003316074,0.20226069,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961544000,0.9793288,0.0012601635,-0.0032606148,0.202245,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961596000,0.97933936,0.0013049011,-0.0032683366,0.20219307,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961648000,0.97933024,0.001255553,-0.0030164304,0.20224182,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961700000,0.979329,0.0009975408,-0.00014949261,0.20227148,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961756000,0.9792957,0.0010775761,0.004078825,0.20239118,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961804000,0.979288,0.0010533837,0.006132317,0.20237717,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961856000,0.9792789,0.0011150253,0.0069591845,0.20239359,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961908000,0.9792797,0.001096924,0.006463444,0.20240618,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8961960000,0.97929114,0.0011037679,0.004811933,0.20239739,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962012000,0.9793179,0.0011330997,0.0031138707,0.2023008,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962064000,0.9793209,0.0011162149,0.0015371424,0.20230441,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962116000,0.9793253,0.0012749893,0.00012307586,0.20228831,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962168000,0.9793427,0.0013351141,-0.0009179456,0.20220117,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962224000,0.97934866,0.0012983652,-0.001668873,0.20216796,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962272000,0.9793535,0.0014875558,-0.002046166,0.20213953,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962328000,0.9793582,0.0016488455,-0.0022310892,0.20211357,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962380000,0.97936916,0.0015881304,-0.0024513595,0.20205872,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962428000,0.97936296,0.0016320831,-0.002482855,0.20208764,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962480000,0.97935146,0.0014893325,-0.0024682584,0.20214465,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962532000,0.9793491,0.0014242191,-0.0024768058,0.20215674,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962584000,0.9793616,0.0016368916,-0.0024267002,0.2020949,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962636000,0.97935766,0.0019260416,-0.0021375036,0.20211467,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962692000,0.9793568,0.002013275,-0.0019987088,0.20211953,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962740000,0.9793512,0.002034826,-0.002388468,0.20214203,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962796000,0.9793418,0.00212245,-0.0026286307,0.20218393,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962844000,0.9793355,0.0021718268,-0.0028248213,0.20221114,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962896000,0.97934496,0.0021769083,-0.0028848664,0.20216408,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8962952000,0.9793421,0.0024659797,-0.0028164806,0.20217606,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8963004000,0.9793455,0.0024890155,-0.0027187117,0.2021607,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8963056000,0.9793526,0.0024280755,-0.0027346606,0.20212705,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8963104000,0.97934717,0.0024852033,-0.0027954292,0.20215173,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8963156000,0.97936046,0.0023932476,-0.0029836756,0.20208564,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8963212000,0.9793507,0.0023606545,-0.0031796603,0.2021301,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8963264000,0.97935927,0.0023809886,-0.0032448363,0.20208734,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8963312000,0.9793594,0.002452345,-0.0033205585,0.20208456,1.0,-2.9103836e-10,-1.7462302e-10,-0.00044590246,8
8963364000,0.9790275,0.0026651185,-0.003218221,0.2036856,0.9999987,2.9103833e-10,4.947652e-10,0.0016565325,9
8963420000,0.9790141,0.0027861176,-0.002979701,0.20375189,0.9999987,2.9103833e-10,4.947652e-10,0.0016565325,9
8963468000,0.97902644,0.0027887484,-0.0029301113,0.20369324,0.9999987,2.9103833e-10,4.947652e-10,0.0016565325,9
8963520000,0.9790638,0.0029399446,-0.0027012192,0.20351464,0.9999987,2.9103833e-10,4.947652e-10,0.0016565325,9
8963572000,0.97911304,0.0033268523,-0.0022396983,0.20327745,0.9999987,2.9103833e-10,4.947652e-10,0.0016565325,9
8963628000,0.9791701,0.0038316161,-0.0021089115,0.20299491,0.9999987,2.9103833e-10,4.947652e-10,0.0016565325,9
8963676000,0.9792332,0.0039774836,-0.002341388,0.20268477,0.9999987,2.9103833e-10,4.947652e-10,0.0016565325,9
8963732000,0.9793092,0.0040884907,-0.002938639,0.20230706,0.9999987,2.9103833e-10,4.947652e-10,0.0016565325,9
8963780000,0.9793808,0.0041120485,-0.0033212048,0.20195408,0.9999987,2.9103833e-10,4.947652e-10,0.0016565325,9
8963832000,0.9794353,0.004027456,-0.0037124488,0.20168449,0.9999987,2.9103833e-10,4.947652e-10,0.0016565325,9
