timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
8959828000,0.0,0.0,0.0
9198672000,0.0,0.0,0.0
9198872000,0.0,0.0,0.0
9199072000,0.0,0.0,0.0
9199272000,0.0,0.0,0.0
9199468000,0.0,0.0,0.0
