timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
8959832000,-1.6929703,-1.7334281,11.832703,1.0
8959836000,-2.1860573,-2.23831,11.832703,1.0
8959840000,-3.2398028,-3.3172624,11.832703,1.0
8959844000,0.7707453,0.78917164,11.832703,1.0
8959848000,1.7101423,1.7510104,11.832703,1.0
8959852000,-3.447029,-3.529424,11.832703,1.0
8959856000,1.9651772,2.0121527,11.832703,1.0
8959860000,3.5272474,3.6115522,11.832703,1.0
8959864000,-3.7391407,-3.8285143,11.832703,1.0
8959868000,0.87208515,0.8929287,11.832703,1.0
8959872000,-4.197703,-4.298026,11.832703,1.0
8959880000,-1.7844182,-1.8270625,11.832703,1.0
8959884000,-1.6852373,-1.7255113,11.832703,1.0
8959892000,-2.7532482,-2.8190553,11.832703,1.0
8959896000,-0.92047244,-0.94246405,11.832703,1.0
8959900000,-0.54021543,-0.55312616,11.832703,1.0
8959904000,1.7249328,1.7661711,11.832703,1.0
8959908000,-2.833611,-2.9013202,11.832703,1.0
8959916000,-3.5203357,-3.6044748,11.832703,1.0
8959920000,-3.8528805,-3.9449906,11.832703,1.0
8959928000,2.5219436,2.5822291,11.832703,1.0
8959932000,-2.252864,-2.3067162,11.832703,1.0
8959936000,-2.2459044,-2.2995806,11.832703,1.0
8959940000,-2.0959673,-2.1460588,11.832703,1.0
8959948000,2.4491436,2.5076487,11.832703,1.0
8959952000,4.0684657,4.165712,11.832703,1.0
8959960000,-2.4772377,-2.5364335,11.832703,1.0
8959964000,2.1853836,2.2376153,11.832703,1.0
8959968000,2.1822753,2.2344327,11.832703,1.0
8959972000,1.5093578,1.54543,11.832703,1.0
8959976000,-3.0121706,-3.0841792,11.832703,1.0
8959980000,2.4825084,2.5418437,11.832703,1.0
8959984000,1.524768,1.5612153,11.832703,1.0
8959988000,1.7151405,1.7561121,11.832703,1.0
8959996000,-1.7371793,-1.7786963,11.832703,1.0
8960000000,-2.7308154,-2.7960699,11.832703,1.0
8960004000,-1.8562301,-1.9005808,11.832703,1.0
8960008000,2.2061033,2.2588055,11.832703,1.0
8960012000,-0.9096799,-0.9314185,11.832703,1.0
8960020000,-2.8129776,-2.8802176,11.832703,1.0
8960024000,3.6933837,3.7816715,11.832703,1.0
8960028000,3.0826113,3.1563048,11.832703,1.0
8960032000,-2.3470607,-2.4031458,11.832703,1.0
