timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
2613224000,0.0,0.0,0.0
3211380000,0.0,0.0,0.0
3211580000,0.0,0.0,0.0
3211780000,0.0,0.0,0.0
3211980000,0.0,0.0,0.0
3212176000,0.0,0.0,0.0
