timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
2613224000,47.397751085930146,8.545607443625027,-0.09783434,0.03179398,0.0032835854,0.09783434,0.43208724,1,1,0
