timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
2613048000,0,473977510,85456076,488105,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.01,0.04,0.8569314,0,nan,nan,3,0,10
2613248000,0,473977510,85456076,488108,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.04,2.390856,0,nan,nan,3,0,10
2613448000,0,473977510,85456076,488105,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.01,0.01,2.1733944,0,nan,nan,3,0,10
2613648000,0,473977510,85456077,488102,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,-0.06,1.0805016,0,nan,nan,3,0,10
2613848000,0,473977510,85456077,488104,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.03,0.68379986,0,nan,nan,3,0,10
2614148000,0,473977510,85456077,488107,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.822419,0,nan,nan,3,0,10
2614348000,0,473977510,85456076,488108,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.04,0.6572716,0,nan,nan,3,0,10
2614548000,0,473977510,85456077,488107,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-0.01,2.882501,0,nan,nan,3,0,10
2614748000,0,473977510,85456076,488110,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.287668,0,nan,nan,3,0,10
2614948000,0,473977510,85456076,488107,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,2.5205302,0,nan,nan,3,0,10
2615148000,0,473977510,85456076,488107,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,-0.04,1.2867934,0,nan,nan,3,0,10
2615348000,0,473977510,85456077,488120,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.11,5.2759748,0,nan,nan,3,0,10
2615548000,0,473977510,85456077,488165,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.03,-0.01,0.049999997,-0.41,1.7904805,0,nan,nan,3,0,10
2615748000,0,473977510,85456078,488273,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,-0.02,0.04,-0.68,2.0513995,0,nan,nan,3,0,10
2615948000,0,473977510,85456078,488436,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.03,-0.02,0.02,-0.94,2.2418094,0,nan,nan,3,0,10
2616148000,0,473977510,85456080,488654,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.02,-0.01,0.04,-1.18,1.7986833,0,nan,nan,3,0,10
2616348000,0,473977510,85456081,488931,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.02,0.01,0.03,-1.49,1.0993505,0,nan,nan,3,0,10
2616548000,0,473977510,85456082,489249,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,-0.02,0.02,-1.6999999,2.4121485,0,nan,nan,3,0,10
2616748000,0,473977510,85456081,489593,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.0,0.02,-1.52,1.3827835,0,nan,nan,3,0,10
2616948000,0,473977510,85456081,489890,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-1.3399999,4.1096053,0,nan,nan,3,0,10
2617148000,0,473977510,85456082,490142,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-1.1899999,1.1016194,0,nan,nan,3,0,10
2617348000,0,473977510,85456082,490370,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-1.09,3.0936794,0,nan,nan,3,0,10
2617548000,0,473977509,85456081,490568,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.02,-0.01,-0.96,3.7907436,0,nan,nan,3,0,10
2617748000,0,473977509,85456081,490749,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.0,-0.02,-0.84999996,4.4576144,0,nan,nan,3,0,10
2617948000,0,473977509,85456081,490917,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,-0.01,0.01,-0.71,2.5835347,0,nan,nan,3,0,10
2618148000,0,473977509,85456081,491070,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,-0.02,-0.02,-0.66999996,3.942059,0,nan,nan,3,0,10
2618348000,0,473977509,85456081,491209,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.0,-0.01,-0.62,4.8274384,0,nan,nan,3,0,10
2618548000,0,473977509,85456081,491322,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.0,0.0,-0.53999996,4.373841,0,nan,nan,3,0,10
2618748000,0,473977509,85456080,491437,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.0,-0.02,-0.55,5.0377445,0,nan,nan,3,0,10
2619048000,0,473977510,85456079,491536,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.0,-0.03,-0.51,4.532661,0,nan,nan,3,0,10
2619248000,0,473977509,85456079,491635,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.01,-0.03,-0.45,5.0536265,0,nan,nan,3,0,10
2619448000,0,473977509,85456078,491716,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.0,0.0,-0.41,0.027051806,0,nan,nan,3,0,10
2619648000,0,473977509,85456078,491811,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.0,-0.01,-0.39,4.2666807,0,nan,nan,3,0,10
2619848000,0,473977510,85456078,491885,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.03,-0.03,-0.34,5.550507,0,nan,nan,3,0,10
2620048000,0,473977510,85456077,491951,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.02,-0.01,-0.32999998,5.6627283,0,nan,nan,3,0,10
2620248000,0,473977510,85456077,492018,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.0,-0.01,-0.34,4.5394673,0,nan,nan,3,0,10
2620448000,0,473977510,85456076,492085,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.01,0.0,-0.01,-0.31,4.351152,0,nan,nan,3,0,10
2620648000,0,473977510,85456077,492155,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.26999998,1.567434,0,nan,nan,3,0,10
2620848000,0,473977510,85456076,492209,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.02,0.0,-0.28,3.320042,0,nan,nan,3,0,10
2621048000,0,473977510,85456076,492272,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.24,5.6327095,0,nan,nan,3,0,10
2621248000,0,473977510,85456076,492320,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.26999998,5.904275,0,nan,nan,3,0,10
2621448000,0,473977509,85456075,492366,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-0.22,3.538027,0,nan,nan,3,0,10
2621648000,0,473977509,85456075,492414,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.089999996,-0.099999994,-0.01,-0.22,3.2429006,0,nan,nan,3,0,10
2621848000,0,473977505,85456076,492462,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.39,-0.38,0.0,-0.24,3.1430707,0,nan,nan,3,0,10
2622048000,0,473977494,85456076,492510,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.83,-0.84,0.03,-0.21,3.1027548,0,nan,nan,3,0,10
2622248000,0,473977474,85456078,492545,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,1.3399999,-1.35,0.049999997,-0.14999999,3.1025803,0,nan,nan,3,0,10
2622448000,0,473977445,85456079,492573,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,1.8,-1.78,0.06,-0.13,3.1045,0,nan,nan,3,0,10
2622648000,0,473977407,85456081,492611,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,2.23,-2.24,0.08,-0.11,3.1031039,0,nan,nan,3,0,10
2622848000,0,473977363,85456083,492637,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,2.62,-2.62,0.08,-0.099999994,3.1076417,0,nan,nan,3,0,10
2623048000,0,473977311,85456087,492670,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,2.99,-3.0,0.099999994,-0.11,3.1067688,0,nan,nan,3,0,10
2623248000,0,473977251,85456090,492694,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,3.36,-3.37,0.14,-0.049999997,3.0990899,0,nan,nan,3,0,10
2623448000,0,473977187,85456093,492718,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,3.7099998,-3.6999998,0.14999999,-0.06,3.098217,0,nan,nan,3,0,10
2623648000,0,473977116,85456096,492731,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.0,-4.0,0.13,-0.06,3.1086888,0,nan,nan,3,0,10
2623848000,0,473977041,85456100,492742,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.16,-4.14,0.16,-0.049999997,3.1018822,0,nan,nan,3,0,10
2624048000,0,473976963,85456104,492752,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.19,-4.15,0.13,-0.06,3.1079907,0,nan,nan,3,0,10
2624348000,0,473976885,85456109,492763,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.18,-4.18,0.14999999,-0.01,3.1051981,0,nan,nan,3,0,10
2624548000,0,473976810,85456113,492768,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.19,-4.19,0.14,-0.089999996,3.1078162,0,nan,nan,3,0,10
2624748000,0,473976731,85456118,492785,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.21,-4.21,0.16,-0.02,3.103453,0,nan,nan,3,0,10
2624948000,0,473976655,85456122,492806,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.23,-4.22,0.14999999,-0.07,3.105373,0,nan,nan,3,0,10
2625148000,0,473976577,85456126,492827,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.2599998,-4.25,0.14,-0.02,3.1081653,0,nan,nan,3,0,10
2625348000,0,473976499,85456129,492831,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.29,-4.31,0.14,-0.02,3.1069436,0,nan,nan,3,0,10
2625548000,0,473976417,85456133,492830,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.31,-4.3199997,0.13,-0.049999997,3.1113067,0,nan,nan,3,0,10
2625748000,0,473976338,85456137,492843,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.33,-4.35,0.12,-0.049999997,3.11375,0,nan,nan,3,0,10
2625948000,0,473976258,85456141,492842,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.35,-4.33,0.12,-0.02,3.112354,0,nan,nan,3,0,10
2626148000,0,473976177,85456144,492855,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.36,-4.35,0.11,-0.01,3.1153207,0,nan,nan,3,0,10
2626348000,0,473976099,85456148,492867,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.37,-4.35,0.13,0.0,3.1114812,0,nan,nan,3,0,10
2626548000,0,473976018,85456152,492868,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.38,-4.36,0.13,0.01,3.1095614,0,nan,nan,3,0,10
2626748000,0,473975936,85456155,492863,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.39,-4.38,0.12,-0.04,3.1127028,0,nan,nan,3,0,10
2626948000,0,473975857,85456159,492867,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.39,-4.38,0.14,0.01,3.1072927,0,nan,nan,3,0,10
2627148000,0,473975776,85456163,492870,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.4,-4.41,0.13,0.0,3.1109576,0,nan,nan,3,0,10
2627348000,0,473975694,85456167,492872,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.41,-4.38,0.14,-0.01,3.109387,0,nan,nan,3,0,10
2627548000,0,473975612,85456171,492874,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.42,-4.41,0.16,-0.01,3.1036274,0,nan,nan,3,0,10
2627748000,0,473975533,85456175,492877,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.42,-4.44,0.14999999,-0.01,3.1071181,0,nan,nan,3,0,10
2627948000,0,473975451,85456179,492872,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.43,-4.43,0.14999999,-0.02,3.106071,0,nan,nan,3,0,10
2628148000,0,473975368,85456184,492879,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.43,-4.41,0.14999999,0.03,3.1065943,0,nan,nan,3,0,10
2628348000,0,473975288,85456188,492880,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.43,-4.42,0.16,-0.049999997,3.1050236,0,nan,nan,3,0,10
2628548000,0,473975206,85456193,492880,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.44,-4.43,0.16,0.0,3.1045,0,nan,nan,3,0,10
2628748000,0,473975123,85456197,492882,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.44,-4.44,0.14999999,0.03,3.106071,0,nan,nan,3,0,10
2628948000,0,473975041,85456201,492879,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.45,-4.45,0.17,-0.04,3.1031039,0,nan,nan,3,0,10
2629148000,0,473974959,85456207,492884,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.45,-4.45,0.19,0.0,3.0971699,0,nan,nan,3,0,10
2629448000,0,473974879,85456211,492881,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.46,-4.44,0.16,0.01,3.1050236,0,nan,nan,3,0,10
2629648000,0,473974795,85456216,492879,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.47,-4.46,0.17,0.0,3.1017077,0,nan,nan,3,0,10
2629848000,0,473974714,85456221,492880,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.48,-4.47,0.16,0.01,3.1046748,0,nan,nan,3,0,10
2630048000,0,473974632,85456225,492878,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.5,-4.49,0.14999999,0.0,3.1058962,0,nan,nan,3,0,10
2630248000,0,473974549,85456230,492873,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.5299997,-4.5499997,0.14999999,0.0,3.1076417,0,nan,nan,3,0,10
2630448000,0,473974465,85456235,492868,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.5499997,-4.56,0.14,0.0,3.109736,0,nan,nan,3,0,10
2630648000,0,473974379,85456240,492856,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.5699997,-4.56,0.17,0.0,3.1024058,0,nan,nan,3,0,10
2630848000,0,473974295,85456245,492854,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.58,-4.5699997,0.17,0.01,3.1036274,0,nan,nan,3,0,10
2631048000,0,473974211,85456249,492855,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.58,-4.5699997,0.17,0.03,3.1025803,0,nan,nan,3,0,10
2631248000,0,473974129,85456253,492853,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.5899997,-4.61,0.19,-0.02,3.0999625,0,nan,nan,3,0,10
2631448000,0,473974044,85456258,492854,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.6,-4.5899997,0.16,0.02,3.105373,0,nan,nan,3,0,10
2631648000,0,473973958,85456263,492849,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.6,-4.6,0.19,0.049999997,3.0999625,0,nan,nan,3,0,10
2631848000,0,473973875,85456268,492840,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.61,-4.5899997,0.14999999,0.02,3.1078162,0,nan,nan,3,0,10
2632048000,0,473973788,85456273,492847,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.61,-4.62,0.16,0.01,3.1067688,0,nan,nan,3,0,10
