timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
2612372000,17,-1,0,15,0,0,1,1,0,0,0,0,0,0
2621056000,17,-1,0,15,0,0,1,1,0,0,0,0,0,0
2621116000,17,0,1,15,0,0,1,1,0,0,0,0,0,0
2690660000,17,1,2,15,0,0,1,1,0,0,0,0,0,0
2690716000,17,2,3,15,0,0,1,1,0,0,0,0,0,0
2726164000,17,3,4,15,0,0,1,1,0,0,0,0,0,0
2741232000,17,4,5,15,0,0,1,1,0,0,0,0,0,0
2757748000,17,5,6,15,0,0,1,1,0,0,0,0,0,0
2792692000,17,6,7,15,0,0,1,1,0,0,0,0,0,0
2817220000,17,7,8,15,0,0,1,1,0,0,0,0,0,0
2860060000,17,8,9,15,0,0,1,1,0,0,0,0,0,0
2905476000,17,9,10,15,0,0,1,1,0,0,0,0,0,0
2934320000,17,10,11,15,0,0,1,1,0,0,0,0,0,0
2951844000,17,11,12,15,0,0,1,1,0,0,0,0,0,0
2974356000,17,12,13,15,0,0,1,1,0,0,0,0,0,0
2994908000,17,13,14,15,0,0,1,1,0,0,0,0,0,0
2994964000,17,13,14,15,0,0,1,1,0,0,0,0,0,0
3211400000,18,-1,0,15,0,0,1,1,0,0,0,0,0,0
