timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
9232324000,47.397755139469986,8.545607062559736,0.03258057,0.48252705,-0.025398582,-0.03258057,0.42055398,1,1,0
9577024000,47.397754237944675,8.545602271128224,487.86227,0.38228202,-0.38604188,-487.86227,0.41888767,1,1,0
