timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
9231568000,inf,1,0,0,0,0
9232568000,inf,1,0,0,0,0
9233348000,inf,1,0,0,0,1
9233488000,inf,1,0,0,0,0
9233568000,inf,0,0,1,0,0
9233648000,inf,0,0,0,0,0
9234648000,inf,0,0,0,0,0
9235648000,inf,0,0,0,0,0
9236648000,inf,0,0,0,0,0
9237648000,inf,0,0,0,0,0
9238648000,inf,0,0,0,0,0
9239648000,inf,0,0,0,0,0
9240648000,inf,0,0,0,0,0
9241648000,inf,0,0,0,0,0
9242648000,inf,0,0,0,0,0
9243648000,inf,0,0,0,0,0
9244648000,inf,0,0,0,0,0
9245648000,inf,0,0,0,0,0
9246648000,inf,0,0,0,0,0
9247648000,inf,0,0,0,0,0
9248648000,inf,0,0,0,0,0
9249648000,inf,0,0,0,0,0
9250648000,inf,0,0,0,0,0
9251648000,inf,0,0,0,0,0
9252648000,inf,0,0,0,0,0
9253648000,inf,0,0,0,0,0
9254648000,inf,0,0,0,0,0
9255648000,inf,0,0,0,0,0
9256648000,inf,0,0,0,0,0
9257648000,inf,0,0,0,0,0
9258648000,inf,0,0,0,0,0
9259648000,inf,0,0,0,0,0
9260648000,inf,0,0,0,0,0
9261648000,inf,0,0,0,0,0
9262648000,inf,0,0,0,0,0
9263648000,inf,0,0,0,0,0
9264648000,inf,0,0,0,0,0
9265648000,inf,0,0,0,0,0
9266648000,inf,0,0,0,0,0
9267648000,inf,0,0,0,0,0
9268648000,inf,0,0,0,0,0
9269648000,inf,0,0,0,0,0
9270648000,inf,0,0,0,0,0
9271648000,inf,0,0,0,0,0
9272648000,inf,0,0,0,0,0
9273648000,inf,0,0,0,0,0
9274648000,inf,0,0,0,0,0
9275648000,inf,0,0,0,0,0
9276648000,inf,0,0,0,0,0
9277648000,inf,0,0,0,0,0
9278648000,inf,0,0,0,0,0
9279648000,inf,0,0,0,0,0
9280648000,inf,0,0,0,0,0
9281648000,inf,0,0,0,0,0
9282648000,inf,0,0,0,0,0
9283648000,inf,0,0,0,0,0
9284648000,inf,0,0,0,0,0
9285648000,inf,0,0,0,0,0
9286648000,inf,0,0,0,0,0
9287648000,inf,0,0,0,0,0
9288648000,inf,0,0,0,0,0
9289648000,inf,0,0,0,0,0
9290648000,inf,0,0,0,0,0
9291648000,inf,0,0,0,0,0
9292648000,inf,0,0,0,0,0
9293648000,inf,0,0,0,0,0
9294648000,inf,0,0,0,0,0
9295648000,inf,0,0,0,0,0
9296648000,inf,0,0,0,0,0
9297648000,inf,0,0,0,0,0
9298648000,inf,0,0,0,0,0
9299648000,inf,0,0,0,0,0
9300648000,inf,0,0,0,0,0
9301648000,inf,0,0,0,0,0
9302648000,inf,0,0,0,0,0
9303648000,inf,0,0,0,0,0
9304648000,inf,0,0,0,0,0
9305648000,inf,0,0,0,0,0
9306648000,inf,0,0,0,0,0
9307648000,inf,0,0,0,0,0
9308648000,inf,0,0,0,0,0
9309648000,inf,0,0,0,0,0
9310648000,inf,0,0,0,0,0
9311648000,inf,0,0,0,0,0
9312648000,inf,0,0,0,0,0
9313648000,inf,0,0,0,0,0
9314648000,inf,0,0,0,0,0
9315648000,inf,0,0,0,0,0
9316648000,inf,0,0,0,0,0
9317648000,inf,0,0,0,0,0
9318648000,inf,0,0,0,0,0
9319648000,inf,0,0,0,0,0
9320648000,inf,0,0,0,0,0
9321648000,inf,0,0,0,0,0
