timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
9232324000,0.0,0.0,0.0
9577028000,0.0,0.0,0.0
9577228000,0.0,0.0,0.0
9577424000,0.0,0.0,0.0
9577628000,0.0,0.0,0.0
9577824000,0.0,0.0,0.0
