timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
9232328000,0.0,0.0,0.0,0.0
9232524000,0.0,0.0,0.0,0.0
9232728000,0.0,0.0,0.0,0.0
9232924000,0.0,0.0,0.0,0.0
9233124000,0.0,0.0,0.0,0.0
9233328000,0.0,0.0,0.0,0.0
9233528000,0.0,0.0,0.0,0.0
9233728000,0.0056921165,-0.005390535,1.0846899e-05,0.0
9233928000,0.009986464,-0.009443282,4.144269e-05,0.0
9234124000,0.012778468,-0.012489745,0.00011229126,0.0
9234328000,0.0093335975,-0.009174018,0.000106726286,0.0
9234528000,0.007662242,-0.007404394,9.730745e-05,0.0
9234724000,0.0065728156,-0.006382538,8.879978e-05,0.0
9234924000,0.0054369424,-0.0053400598,7.495377e-05,0.0
9235124000,0.004512346,-0.0043953564,5.7616064e-05,0.0
9235324000,0.0036752275,-0.0036167486,3.936145e-05,0.0
9235528000,0.0030327495,-0.0029573138,3.4096756e-05,0.0
9235728000,0.002505911,-0.0024685315,3.24108e-05,0.0
9235928000,0.001979902,-0.0020181325,6.464058e-05,0.0
9236128000,0.001571592,-0.0014639136,3.8690425e-05,0.0
9236328000,0.0012825292,-0.0012849249,3.476397e-05,0.0
9236524000,0.0010759312,-0.00092686515,2.0142486e-05,0.0
9236728000,0.0007975813,-0.0008028865,-1.9701101e-06,0.0
9236928000,0.00068680587,-0.0005542676,8.238714e-06,0.0
9237128000,0.0004358448,-0.00038070983,-4.7056333e-06,0.0
9237328000,0.00028383688,-0.00026429165,-5.9270176e-05,0.0
9237524000,0.00026149125,-9.053867e-05,-4.4824832e-05,0.0
9237728000,3.8470396e-05,4.160276e-05,-3.6312736e-05,0.0
9237928000,3.2120028e-05,0.00012833942,-4.7530648e-05,0.0
9238128000,-0.00015468673,0.00021145232,-4.175042e-05,0.0
9238324000,-5.3024716e-05,0.00024036138,-3.7938124e-05,0.0
9238528000,-0.000290995,0.0002614676,-5.5286448e-05,0.0
9238724000,-0.0003057822,0.00032862788,-4.9898248e-05,0.0
9238928000,-0.0002939595,0.00035982768,-3.1442545e-05,0.0
9239124000,-0.00039915618,0.0004191253,-2.8957564e-05,0.0
9239328000,-0.00030987014,0.00043661013,-1.9147883e-05,0.0
9239528000,-0.00027104092,0.00033391593,-2.2126647e-05,0.0
9239728000,-0.00039135633,0.00029255505,-2.3688466e-05,0.0
9239928000,-0.00024230643,0.00027764234,-9.861296e-06,0.0
9240128000,-0.00025467394,0.00020834,-2.270086e-05,0.0
9240324000,-0.00039727963,0.00019921934,-1.6810178e-05,0.0
9240528000,-0.00018557704,0.00016265393,-2.3640809e-05,0.0
9240728000,-0.00029042957,9.6875025e-05,-6.1896217e-06,0.0
9240924000,-0.00032266098,0.00022760445,-1.2659673e-06,0.0
9241128000,-0.00026021857,0.00016452848,-5.940068e-06,0.0
9241324000,-0.00021445297,-3.006274e-05,-2.4273142e-05,0.0
9241524000,-0.00015509776,0.00011211406,-2.277922e-05,0.0
9241728000,-0.00019255812,5.7469293e-05,-2.1264219e-05,0.0
9241928000,-0.00014385543,-5.2166106e-05,-1.2774903e-05,0.0
9242128000,-5.0675546e-05,3.753901e-05,-1.365186e-05,0.0
9242328000,-9.6393975e-05,1.1178805e-05,-1.106439e-05,0.0
9242524000,-0.000145115,-2.1943364e-05,-1.9941706e-05,0.0
9242728000,-6.0042807e-05,-1.9738723e-05,-1.577125e-05,0.0
9242928000,-3.88593e-05,2.037875e-05,-8.0184e-06,0.0
9243128000,-2.0055099e-05,0.00010237232,-3.3612496e-06,0.0
9243324000,5.925928e-06,0.00012123385,5.1676434e-06,0.0
9243528000,8.424117e-05,8.619854e-05,9.678383e-07,0.0
9243724000,7.310596e-06,0.00013674548,1.507141e-05,0.0
9243928000,8.150813e-05,0.0001605846,-1.957709e-05,0.0
9244128000,7.48903e-05,0.00011180274,3.2839703e-06,0.0
9244328000,0.00015230349,7.7823686e-05,2.81147e-05,0.0
9244528000,0.00019190881,0.00015570181,1.9888661e-05,0.0
9244728000,0.000110954454,0.00013653275,1.1433281e-05,0.0
9244928000,0.00021565803,0.00024981913,2.7101165e-05,0.0
9245128000,0.00023093609,0.00027804205,1.2732396e-05,0.0
9245328000,0.0001206268,0.000120284516,-1.721734e-06,0.0
9245524000,0.00021927744,0.00020750571,2.0565953e-05,0.0
9245728000,0.00028081026,0.00023030333,6.0266007e-06,0.0
9245928000,0.00021262803,0.00037839063,-1.0144713e-05,0.0
9246128000,0.00017817503,0.00020576848,-1.5321197e-05,0.0
9246324000,0.00033827638,0.00018760256,-9.60561e-06,0.0
9246524000,0.0002515014,0.00021954856,-1.678915e-05,0.0
9246728000,0.00038010324,0.0002157609,1.0170447e-05,0.0
9246928000,0.0002795973,0.0002753465,-2.0153e-05,0.0
9247128000,0.00033176423,0.00028480147,-2.5250602e-05,0.0
9247328000,0.00035290376,0.00017637454,-2.3959245e-05,0.0
9247528000,0.0003384003,0.00012022906,2.1106157e-06,0.0
9247728000,0.00036076526,7.132902e-05,-1.5106923e-06,0.0
9247928000,0.00027765485,0.00012591717,6.5108097e-06,0.0
9248124000,0.00026518916,9.025393e-05,1.5953893e-06,0.0
9248328000,0.00032955993,0.00015998361,2.6070666e-05,0.0
9248528000,0.00035165856,4.1972984e-05,2.2263768e-05,0.0
9248724000,0.00026147306,9.85033e-05,4.1862197e-05,0.0
9248928000,0.00036364264,2.2386761e-05,1.8508461e-05,0.0
9249128000,0.00039300194,8.4987485e-05,3.6292276e-05,0.0
9249324000,0.0003281917,0.00010088526,2.6095493e-05,0.0
9249528000,0.00038202238,3.3806195e-05,2.2253085e-05,0.0
9249724000,0.00030076833,2.6801994e-05,1.4792533e-05,0.0
9249928000,0.0002584114,6.4355096e-05,4.0008028e-05,0.0
9250128000,0.0002942569,2.123462e-05,1.100981e-05,0.0
9250328000,0.00025516053,5.5776985e-05,3.4357396e-05,0.0
9250528000,0.0003670322,3.7270325e-05,2.8071467e-05,0.0
9250728000,0.00026560688,-6.1766914e-05,1.9164167e-05,0.0
9250924000,0.00032795453,7.302686e-05,1.3716369e-05,0.0
9251124000,0.0001946527,-4.3663807e-05,1.2920216e-05,0.0
9251328000,0.00029146494,1.173648e-05,1.3377148e-05,0.0
9251524000,0.00016111883,-6.936719e-05,8.03045e-06,0.0
9251724000,9.0502355e-05,-0.00015676308,3.2148488e-05,0.0
9251924000,0.00017654148,-7.0281756e-05,2.6413089e-05,0.0
9252128000,0.0019380864,-0.0026617704,0.0021261808,0.0
9252324000,-0.0052932478,0.005214987,0.013389033,0.0
9252528000,-0.007887276,0.002390142,0.01641711,0.0
9252728000,-0.00038349748,-0.0016148026,0.013282229,0.0
9252928000,0.0014889525,-0.0016125824,0.010826867,0.0
9253128000,0.0019232122,-0.0021176848,0.009090026,0.0
9253328000,0.0021776815,-0.0029470343,0.00779681,0.0
9253528000,0.0020771,-0.003610277,0.0068189055,0.0
9253724000,0.0018329405,-0.0042879204,0.006048933,0.0
9253928000,0.0016600959,-0.004930129,0.0053555937,0.0
9254128000,0.0014256497,-0.00554688,0.0047905054,0.0
9254328000,0.0013307979,-0.0062256623,0.0042881444,0.0
9254524000,0.0011302084,-0.0067390166,0.0038435098,0.0
9254728000,0.00094221195,-0.0075062066,0.0034287353,0.0
9254928000,0.0008085196,-0.008015344,0.0030689193,0.0
9255128000,0.00075601495,-0.008757735,0.0027605668,0.0
9255328000,0.00074411405,-0.009554583,0.0024738794,0.0
9255528000,0.00056824676,-0.010195076,0.0022331057,0.0
9255728000,0.000663384,-0.010842366,0.0020050206,0.0
9255928000,0.00063728134,-0.011842154,0.0018007823,0.0
9256128000,0.000584328,-0.012517228,0.0015944821,0.0
9256328000,0.00062198035,-0.013505432,0.001398163,0.0
9256528000,0.0006112554,-0.014463076,0.0012417135,0.0
9256724000,0.0006027119,-0.015440164,0.0011165102,0.0
9256928000,0.00076351035,-0.016587658,0.00096301024,0.0
9257124000,0.0007597876,-0.017548578,0.00083452335,0.0
9257328000,0.0009634409,-0.018696629,0.0007200185,0.0
9257524000,0.0011747526,-0.02005139,0.0006155163,0.0
9257724000,0.0012741807,-0.02134472,0.0005211332,0.0
9257928000,0.0015036184,-0.022775624,0.0004041456,0.0
9258124000,0.0016670518,-0.024052171,0.00032542186,0.0
9258324000,0.0020018807,-0.025692737,0.00022701075,0.0
9258528000,0.0021415094,-0.027428554,0.00013533105,0.0
9258728000,0.0024356572,-0.02891691,3.903824e-05,0.0
9258924000,0.0029416403,-0.027322697,-7.617143e-05,0.0
9259124000,0.0027758535,-0.029438026,-0.00016329676,0.0
9259324000,0.0027309284,-0.029682338,-0.00026741077,0.0
9259524000,0.0024069555,-0.03483928,-0.00033570072,0.0
9259728000,0.002612807,-0.037484337,-0.0003428898,0.0
9259928000,0.002714246,-0.037566133,-0.00032806312,0.0
9260124000,0.002519584,-0.037756518,-0.00034632153,0.0
9260328000,0.0025662305,-0.03719996,-0.00035260417,0.0
9260528000,0.0024124593,-0.036293,-0.00032836315,0.0
9260728000,0.002362204,-0.03512661,-0.00034421208,0.0
9260924000,0.0022807075,-0.033733033,-0.00032598528,0.0
9261128000,0.0021434466,-0.032254424,-0.0002994919,0.0
9261328000,0.0021300535,-0.030499939,-0.00030692015,0.0
9261528000,0.0020502943,-0.028821608,-0.000293457,0.0
9261728000,0.0018791659,-0.02715697,-0.0002867918,0.0
9261928000,0.0018531518,-0.025614861,-0.00028524225,0.0
9262128000,0.0017436373,-0.023832291,-0.00029723218,0.0
9262328000,0.001765955,-0.0221354,-0.00027502212,0.0
9262528000,0.0015518572,-0.020503119,-0.0002598428,0.0
9262728000,0.0015665058,-0.019105043,-0.00022755352,0.0
9262928000,0.0014805616,-0.017722346,-0.00021553488,0.0
9263124000,0.0015023756,-0.016310131,-0.0002180449,0.0
9263328000,-0.0050556827,-0.006827646,4.543152e-05,0.0
9263528000,0.009973438,-0.02038704,-0.00053463836,0.0
9263724000,0.013354949,-0.018915808,-0.0010007706,0.0
9263928000,0.0023617106,-0.012815934,-0.0010399414,0.0
9264128000,0.00016765608,-0.01081592,-0.0008757713,0.0
9264324000,-0.0009115055,-0.009205897,-0.00066802837,0.0
9264528000,-0.002347139,-0.0076272683,-0.0004708159,0.0
9264724000,-0.0033901094,-0.006384359,-0.00029440288,0.0
9264928000,-0.0042801313,-0.0052577443,-0.00016609553,0.0
9265128000,-0.004829003,-0.0044338526,-6.965385e-05,0.0
9265328000,-0.005692639,-0.003535072,5.3480057e-05,0.0
9265528000,-0.006067042,-0.0029549957,0.0001513775,0.0
9265724000,-0.0065723243,-0.0024948167,0.00027135285,0.0
9265928000,-0.006944036,-0.0019918503,0.00033296164,0.0
9266124000,-0.007339106,-0.0016426084,0.00039664563,0.0
9266328000,-0.007466964,-0.0013369375,0.00050178845,0.0
9266528000,-0.007758311,-0.0011109343,0.0005689894,0.0
9266728000,-0.007975768,-0.00089278404,0.00063231535,0.0
9266928000,-0.008167205,-0.000776989,0.0006697998,0.0
9267124000,-0.008210757,-0.0006943093,0.0007131772,0.0
9267328000,-0.008398162,-0.00052738603,0.0007666994,0.0
9267524000,-0.0085871145,-0.00056996994,0.000817442,0.0
9267728000,-0.008585779,-0.0004803265,0.0008693183,0.0
9267928000,-0.008737921,-0.00043433052,0.0008803069,0.0
9268128000,-0.00879104,-0.0003357849,0.0009251824,0.0
9268328000,-0.0087544555,-0.00036814876,0.0009360993,0.0
9268528000,-0.008924015,-0.0004109895,0.0009813268,0.0
9268724000,-0.00900911,-0.0004852371,0.0010340562,0.0
9268928000,-0.008977705,-0.00048811038,0.0010269012,0.0
9269128000,-0.009106518,-0.00042681664,0.0010710479,0.0
9269324000,-0.009125579,-0.0005040329,0.0010697824,0.0
9269524000,-0.009084786,-0.0004938847,0.0011042192,0.0
9269728000,-0.00930029,-0.00052230974,0.001127912,0.0
9269924000,-0.009217525,-0.00053569826,0.0011500486,0.0
9270128000,-0.009248255,-0.0006041923,0.0011631148,0.0
9270328000,-0.009279003,-0.00060711015,0.0011700342,0.0
9270524000,-0.0093727745,-0.00055743405,0.0011810629,0.0
9270728000,-0.009256207,-0.00062742806,0.0011844086,0.0
9270928000,-0.009320259,-0.00050363474,0.0011812679,0.0
9271128000,-0.009442911,-0.0005712356,0.0011904585,0.0
9271328000,-0.009469899,-0.00054912566,0.001211672,0.0
9271524000,-0.009536234,-0.00051025714,0.0012247042,0.0
9271724000,-0.0094314385,-0.00050202815,0.0012203341,0.0
9271924000,-0.009554186,-0.0006075893,0.0012179893,0.0
9272124000,-0.009548865,-0.00038560704,0.0012211709,0.0
9272328000,-0.009582847,-0.00048468923,0.0012232924,0.0
9272524000,-0.009586125,-0.0003786903,0.0012469572,0.0
9272728000,-0.009663873,-0.0004593805,0.0012614165,0.0
9272928000,-0.009684978,-0.0003881516,0.00126287,0.0
9273128000,-0.009717294,-0.00044853304,0.0012643808,0.0
9273328000,-0.009699635,-0.00036593096,0.0012630698,0.0
9273528000,-0.009774495,-0.00042857803,0.0012710015,0.0
9273728000,-0.009783015,-0.00038615227,0.0012711177,0.0
9273924000,-0.011158286,-0.0021601904,0.001452807,0.0
9274128000,-0.009824452,-0.00019291411,0.0015026015,0.0
9274328000,-0.010319426,-0.00067553885,0.0015139193,0.0
9274528000,-0.010357303,-0.0009141109,0.0014666122,0.0
9274724000,-0.010175704,-0.0014975272,0.0015865675,0.0
9274924000,-0.01075635,0.0035020798,0.0017117158,0.0
9275124000,-0.01142941,0.008113993,0.0017724276,0.0
9275324000,-0.010056074,0.006989599,0.0015816618,0.0
9275528000,-0.010948958,0.0041128374,0.0015169356,0.0
9275728000,-0.010663784,0.0035527803,0.0014285368,0.0
9275928000,-0.010800766,0.0030819713,0.001347311,0.0
9276124000,-0.010797914,0.002643198,0.0012789726,0.0
9276324000,-0.01341889,0.0022712767,0.0012590812,0.0
9276528000,-0.009930838,0.0017559342,0.001227862,0.0
9276728000,-0.011065113,0.0009517307,0.0012129224,0.0
9276928000,-0.011197473,0.00048677574,0.0012352952,0.0
9277124000,-0.011654567,0.0004378962,0.0010632329,0.0
9277328000,-0.011406553,0.0010442792,0.00091475283,0.0
9277524000,-0.0109024,0.0009908488,0.000761493,0.0
9277728000,-0.010589708,0.0010692772,0.00064417726,0.0
9277928000,-0.009629933,0.0065524713,0.0007944669,0.0
9278128000,-0.010998551,0.003359037,0.0007046871,0.0
9278328000,-0.010267412,0.0033700394,0.00067591324,0.0
9278528000,-0.009820599,0.0029934659,0.0005843199,0.0
9278724000,-0.011284856,0.010280629,0.0008486977,0.0
9278928000,-0.0149268685,-0.0014135101,0.0003600871,0.0
9279124000,-0.0139615415,0.01165088,0.0007912404,0.0
9279328000,-0.0168869,0.0043292153,0.00081207213,0.0
9279528000,-0.014983419,0.0034870333,0.0008199819,0.0
9279728000,-0.013285566,0.0033662939,0.000745138,0.0
9279928000,-0.012057826,0.002541289,0.0007553231,0.0
9280128000,-0.011595939,0.0016647778,0.000741001,0.0
9280328000,-0.010912678,0.0011189849,0.0007385484,0.0
9280524000,-0.010523341,0.00070089026,0.00072905974,0.0
9280728000,-0.010053529,0.00042838306,0.0007610086,0.0
9280924000,-0.009898545,0.00014671961,0.0007567696,0.0
9281128000,-0.009651402,-4.484665e-05,0.000767174,0.0
9281328000,-0.009505171,-0.000287978,0.0007777746,0.0
9281528000,-0.009406562,-0.00037810256,0.0007789053,0.0
9281724000,-0.00940946,-0.00048543722,0.00077637605,0.0
9281924000,-0.009224049,-0.0006396989,0.0008049638,0.0
9282128000,-0.009394337,-0.00071441184,0.0007981338,0.0
9282328000,-0.009271106,-0.0007292111,0.00077770086,0.0
9282528000,-0.009277028,-0.0010150024,0.0007728085,0.0
9282724000,-0.00924134,-0.0010005076,0.0007639372,0.0
9282924000,-0.009251443,-0.0012204766,0.0007652089,0.0
9283124000,-0.009223142,-0.0012003783,0.0007855231,0.0
9283328000,-0.0092008645,-0.0014502135,0.00076705916,0.0
9283528000,-0.009093701,-0.001403905,0.0007972559,0.0
9283724000,-0.009130857,-0.0015328134,0.0007966611,0.0
9283928000,-0.009266809,-0.001102575,0.00094624644,0.0
9284128000,-0.008826263,-0.0013535471,0.0010531442,0.0
9284324000,-0.0090401,-0.0017699661,0.0011277306,0.0
9284528000,-0.009191878,-0.00175519,0.0011336418,0.0
9284728000,-0.009141886,-0.0017668965,0.001130314,0.0
9284928000,-0.009101917,-0.0013578258,0.0011681882,0.0
9285128000,-0.009381189,-0.0015074654,0.0011451133,0.0
9285328000,-0.009315073,-0.0013109696,0.0011616762,0.0
9285524000,-0.009165853,-0.0012868998,0.0011202219,0.0
9285728000,-0.009049179,-0.0010047206,0.0010876617,0.0
9285924000,-0.008975961,-0.00069455727,0.00104759,0.0
9286128000,-0.008972765,-0.00053839234,0.001053032,0.0
9286328000,-0.009180579,-0.0005677248,0.0010537215,0.0
9286528000,-0.009149919,-0.00065340183,0.0010592146,0.0
9286728000,-0.00925803,-0.00070161,0.0010690849,0.0
9286928000,-0.009453254,-0.00076496997,0.0010833802,0.0
9287128000,-0.009492517,-0.0008806804,0.0011287915,0.0
9287328000,-0.0095119495,-0.0010315316,0.0011766249,0.0
9287528000,-0.009829959,-0.0012457216,0.0011885536,0.0
9287728000,-0.00982101,-0.0014211162,0.0012395091,0.0
9287924000,-0.00994296,-0.0013562221,0.0012755732,0.0
9288128000,-0.010104972,-0.0016695356,0.0013340102,0.0
9288328000,-0.01006626,-0.0018332711,0.0013537137,0.0
9288524000,-0.010184823,-0.001781692,0.0013900145,0.0
9288728000,-0.0104225585,-0.0019239333,0.0014410777,0.0
9288928000,-0.010181498,-0.001993679,0.0014593743,0.0
9289128000,-0.010368409,-0.0021286479,0.001494198,0.0
9289328000,-0.010365935,-0.0022822325,0.0015120154,0.0
9289524000,-0.010380784,-0.0021832823,0.0015503776,0.0
9289724000,-0.010428703,-0.0021334274,0.0015975891,0.0
9289928000,-0.010358814,-0.002368223,0.0016361085,0.0
9290128000,-0.010487422,-0.0023039356,0.0016323817,0.0
9290328000,-0.010491433,-0.0024097213,0.001634728,0.0
9290528000,-0.010531474,-0.002218678,0.0016333255,0.0
9290728000,-0.01041139,-0.0023269502,0.0016361128,0.0
9290928000,-0.010419332,-0.0022708857,0.0016136578,0.0
9291128000,-0.010462955,-0.0021945906,0.0016259458,0.0
9291324000,-0.010588078,-0.002035027,0.001610602,0.0
9291524000,-0.010536806,-0.0018567493,0.0016208558,0.0
9291724000,-0.010500205,-0.0020013696,0.0016113941,0.0
9291928000,-0.010597582,-0.001878122,0.0016038911,0.0
9292128000,-0.0105265435,-0.0019174428,0.0015934004,0.0
9292324000,-0.010524314,-0.0018728694,0.0015813801,0.0
9292524000,-0.010520391,-0.0017454419,0.001592585,0.0
9292728000,-0.010545547,-0.0017320755,0.001601376,0.0
9292928000,-0.010646753,-0.0016246663,0.001581383,0.0
9293124000,-0.010680123,-0.0015053366,0.0015671243,0.0
9293324000,-0.0105678765,-0.0014166661,0.0015852327,0.0
9293528000,-0.010540195,-0.0014674542,0.0015569803,0.0
9293724000,-0.010623371,-0.0015320692,0.0015590574,0.0
9293928000,-0.010658281,-0.0014065607,0.0015499659,0.0
9294128000,-0.010500646,-0.0015072351,0.0015126887,0.0
9294328000,-0.01060335,-0.0014503049,0.0014917448,0.0
9294528000,-0.010607643,-0.0013407099,0.0014996262,0.0
9294728000,-0.010499533,-0.0013877372,0.0014988976,0.0
9294928000,-0.01066453,-0.0014432585,0.0014986045,0.0
9295128000,-0.010639963,-0.0014198736,0.0014913582,0.0
9295324000,-0.010707967,-0.0013804722,0.0015087903,0.0
9295524000,-0.010589077,-0.0013104895,0.0014977785,0.0
9295728000,-0.010590588,-0.0013273762,0.0014937241,0.0
9295924000,-0.010554075,-0.0013990893,0.0014730616,0.0
9296124000,-0.010557576,-0.001395226,0.001473812,0.0
9296328000,-0.010534907,-0.0013515793,0.0014620259,0.0
9296528000,-0.010658351,-0.001332914,0.0014705255,0.0
9296728000,-0.010615441,-0.0013205467,0.0014741549,0.0
9296928000,-0.010543489,-0.0013119389,0.0014767206,0.0
9297128000,-0.01062937,-0.0012932818,0.001438551,0.0
9297328000,-0.01054089,-0.0014307909,0.0014441942,0.0
9297528000,-0.01066072,-0.0011571627,0.0014616442,0.0
9297728000,-0.010516848,-0.0013016644,0.0014261858,0.0
9297924000,-0.010556461,-0.0012911049,0.0014239823,0.0
9298128000,-0.0106183635,-0.0011538967,0.0014155078,0.0
9298324000,-0.010536674,-0.0013084639,0.0014118962,0.0
9298524000,-0.010602147,-0.001141831,0.0013984476,0.0
9298728000,-0.010582092,-0.001282073,0.0014205857,0.0
9298928000,-0.010534243,-0.001301859,0.0014163741,0.0
9299124000,-0.010576422,-0.0011394529,0.0014275839,0.0
9299328000,-0.010578851,-0.0011677768,0.0013988797,0.0
9299528000,-0.010461652,-0.0012772427,0.0014051565,0.0
9299728000,-0.010499287,-0.0011574822,0.0013937714,0.0
9299928000,-0.010505168,-0.0012296791,0.0014090018,0.0
9300128000,-0.01038871,-0.0013266533,0.0013888106,0.0
