timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
686476000,47.39775283623204,8.545605430657314,0.007847363,0.22641867,-0.14822924,-0.007847363,0.40863094,1,1,0
