timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
686476000,0.0,0.0,0.0
1388708000,0.0,0.0,0.0
1388904000,0.0,0.0,0.0
1389108000,0.0,0.0,0.0
1389304000,0.0,0.0,0.0
1389504000,0.0,0.0,0.0
