timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
3151252000,0,473977504,85456064,488110,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.01,3.8113377,0,nan,nan,3,0,10
3151452000,0,473977504,85456064,488104,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.049999997,-0.04,4.8267403,0,nan,nan,3,0,10
3151652000,0,473977503,85456064,488102,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.0,3.120731,0,nan,nan,3,0,10
3151852000,0,473977503,85456065,488107,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.03,5.30355,0,nan,nan,3,0,10
3152052000,0,473977503,85456065,488111,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.02,0.0,0.0,0.021815972,0,nan,nan,3,0,10
3152252000,0,473977503,85456065,488104,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.03,4.180464,0,nan,nan,3,0,10
3152452000,0,473977504,85456065,488104,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.02,0.0,0.0,0.28256047,0,nan,nan,3,0,10
3152652000,0,473977504,85456065,488114,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.8009522,0,nan,nan,3,0,10
3152852000,0,473977503,85456065,488106,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.02,-0.01,1.4580051,0,nan,nan,3,0,10
3153052000,0,473977504,85456064,488109,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.02,0.0,-0.01,3.2975278,0,nan,nan,3,0,10
3153252000,0,473977503,85456064,488116,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,-0.01,1.7946692,0,nan,nan,3,0,10
3153452000,0,473977504,85456064,488147,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.02,0.01,0.0,-0.29999998,5.775473,0,nan,nan,3,0,10
3153652000,0,473977504,85456064,488244,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,0.04,-0.01,-0.55,5.9266143,0,nan,nan,3,0,10
3153852000,0,473977505,85456064,488391,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,0.04,0.0,-0.83,0.04380647,0,nan,nan,3,0,10
3154052000,0,473977506,85456064,488587,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,0.04,-0.01,-1.13,5.893454,0,nan,nan,3,0,10
3154252000,0,473977507,85456063,488842,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,0.04,-0.02,-1.37,5.79345,0,nan,nan,3,0,10
3154452000,0,473977508,85456062,489153,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,0.03,-0.02,-1.67,5.688035,0,nan,nan,3,0,10
3154652000,0,473977509,85456062,489519,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,0.049999997,-0.02,-1.9499999,5.858199,0,nan,nan,3,0,10
3154952000,0,473977511,85456063,489935,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,0.04,0.0,-2.1499999,6.1915474,0,nan,nan,3,0,10
3155152000,0,473977512,85456063,490390,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,0.01,-0.02,-2.3899999,5.2133193,0,nan,nan,3,0,10
