timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
3151272000,0.0,0.0,0.0
3628244000,0.0,0.0,0.0
3628444000,0.0,0.0,0.0
3628640000,0.0,0.0,0.0
3628844000,0.0,0.0,0.0
3629044000,0.0,0.0,0.0
