timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
3151276000,3151276000,0.0020655699,7.9815276e-05,0.0020860725
3151288000,3151288000,-0.0047453246,0.0013249351,0.005236485
3151296000,3151296000,-0.0018619784,0.0022762085,0.004402685
3151312000,3151312000,0.0038846969,-0.0031743953,0.00011297653
3151324000,3151324000,0.0036391034,-8.7175984e-05,-0.00051405287
3151336000,3151336000,0.0023602834,-0.0009913342,-7.212284e-05
3151348000,3151348000,0.001206724,-0.0014372747,0.0007888286
3151360000,3151360000,-0.00019743375,0.0027510703,0.002925025
3151372000,3151372000,0.0023332024,0.00030521676,0.0026378348
3151384000,3151384000,0.001233966,0.0006499663,-0.0015681174
3151396000,3151396000,-0.0017306127,-0.0011074231,-0.0010317916
3151408000,3151408000,0.001965203,0.000778832,0.0017953881
3151420000,3151420000,-0.0022664266,0.0024609482,-0.0013518222
3151432000,3151432000,0.00061887654,-0.0015063235,-0.0016434914
3151444000,3151444000,0.002735369,0.00083052414,0.0020761192
3151456000,3151456000,-0.0023170253,-0.0033584954,0.0057115285
3151468000,3151468000,-0.00371928,-5.5493787e-05,-0.0011395889
3151480000,3151480000,-0.0009442795,-0.005335539,0.0010272319
3151492000,3151492000,-0.0011662038,0.0030900254,0.00036960715
3151504000,3151504000,0.001691289,-0.0011227028,0.0016539592
3151516000,3151516000,0.004619197,0.00039402535,0.001113047
3151524000,3151524000,0.0039941696,-0.0005097613,0.00062400993
3151536000,3151536000,0.0011513219,-0.0012670881,-0.0033161163
3151552000,3151552000,0.0013435523,-0.0006296346,0.0018332376
3151564000,3151564000,0.009213479,-0.002768491,0.0032597613
3151576000,3151576000,0.00055782427,0.0018825978,-0.0038232445
3151588000,3151588000,-0.0017487593,-0.0013269181,0.0010696452
3151596000,3151596000,-0.00024220534,-0.0013175271,0.00022498542
3151612000,3151612000,-0.00069214765,-0.001946358,-0.0005355535
3151620000,3151620000,0.00365579,-0.0024715336,-0.003898741
