timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
3151256000,0.0024562308,0.00021660997,0.0021074372,0
3151456000,0.0024562308,0.00021660997,0.0021074372,1
3151656000,0.0024562308,0.00021660997,0.0021074372,1
3151852000,0.0024562308,0.00021660997,0.0021074372,1
3152052000,0.0024562308,0.00021660997,0.0021074372,1
3152252000,0.0024562308,0.00021660997,0.0021074372,1
3152452000,0.0024562308,0.00021660997,0.0021074372,1
3628156000,0.0024562308,0.00021660997,0.0021074372,1
3628356000,0.0024562308,0.00021660997,0.0021074372,1
3628556000,0.0024562308,0.00021660997,0.0021074372,1
3628756000,0.0024562308,0.00021660997,0.0021074372,1
3629052000,0.0024562308,0.00021660997,0.0021074372,1
