timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
3150444000,inf,1,0,0,0,0
3151444000,inf,1,0,0,0,0
3152304000,inf,1,0,0,0,1
3152444000,inf,1,0,0,0,0
3152504000,inf,0,0,1,0,0
3152604000,inf,0,0,0,0,0
3153604000,inf,0,0,0,0,0
3154604000,inf,0,0,0,0,0
3155604000,inf,0,0,0,0,0
3156604000,inf,0,0,0,0,0
3157604000,inf,0,0,0,0,0
3158604000,inf,0,0,0,0,0
3159604000,inf,0,0,0,0,0
3160604000,inf,0,0,0,0,0
3161604000,inf,0,0,0,0,0
3162604000,inf,0,0,0,0,0
3163604000,inf,0,0,0,0,0
3164604000,inf,0,0,0,0,0
3165604000,inf,0,0,0,0,0
3166604000,inf,0,0,0,0,0
3167604000,inf,0,0,0,0,0
3168604000,inf,0,0,0,0,0
3169604000,inf,0,0,0,0,0
3170604000,inf,0,0,0,0,0
3171604000,inf,0,0,0,0,0
3172404000,inf,0,0,0,0,1
3172904000,inf,0,0,0,0,0
3173904000,inf,0,0,0,0,0
3174904000,inf,0,0,0,0,0
3175904000,inf,0,0,0,0,0
3176904000,inf,0,0,0,0,0
3177904000,inf,0,0,0,0,0
3178904000,inf,0,0,0,0,0
3179904000,inf,0,0,0,0,0
3180904000,inf,0,0,0,0,0
3181904000,inf,0,0,0,0,0
3182904000,inf,0,0,0,0,0
3183904000,inf,0,0,0,0,0
3184904000,inf,0,0,0,0,0
3185904000,inf,0,0,0,0,0
3186904000,inf,0,0,0,0,0
3187904000,inf,0,0,0,0,0
3188904000,inf,0,0,0,0,0
3189904000,inf,0,0,0,0,0
3190904000,inf,0,0,0,0,0
3191904000,inf,0,0,0,0,0
3192904000,inf,0,0,0,0,0
3193904000,inf,0,0,0,0,0
3194904000,inf,0,0,0,0,0
3195904000,inf,0,0,0,0,0
3196904000,inf,0,0,0,0,0
3197904000,inf,0,0,0,0,0
3198904000,inf,0,0,0,0,0
3199904000,inf,0,0,0,0,0
3200904000,inf,0,0,0,0,0
3201904000,inf,0,0,0,0,0
3202904000,inf,0,0,0,0,0
3203904000,inf,0,0,0,0,0
3204904000,inf,0,0,0,0,0
3205904000,inf,0,0,0,0,0
3206904000,inf,0,0,0,0,0
3207904000,inf,0,0,0,0,0
3208904000,inf,0,0,0,0,0
3209904000,inf,0,0,0,0,0
3210904000,inf,0,0,0,0,0
3211904000,inf,0,0,0,0,0
3212904000,inf,0,0,0,0,0
3213904000,inf,0,0,0,0,0
3214904000,inf,0,0,0,0,0
3215904000,inf,0,0,0,0,0
3216904000,inf,0,0,0,0,0
3217904000,inf,0,0,0,0,0
3218904000,inf,0,0,0,0,0
3219904000,inf,0,0,0,0,0
3220904000,inf,0,0,0,0,0
3221904000,inf,0,0,0,0,0
3222904000,inf,0,0,0,0,0
3223904000,inf,0,0,0,0,0
3224904000,inf,0,0,0,0,0
3225904000,inf,0,0,0,0,0
3226904000,inf,0,0,0,0,0
3227904000,inf,0,0,0,0,0
3228904000,inf,0,0,0,0,0
3229904000,inf,0,0,0,0,0
3230904000,inf,0,0,0,0,0
3231904000,inf,0,0,0,0,0
3232904000,inf,0,0,0,0,0
3233904000,inf,0,0,0,0,0
3234904000,inf,0,0,0,0,0
3235904000,inf,0,0,0,0,0
3236904000,inf,0,0,0,0,0
3237904000,inf,0,0,0,0,0
3238904000,inf,0,0,0,0,0
3239904000,inf,0,0,0,0,0
3240904000,inf,0,0,0,0,0
3241904000,inf,0,0,0,0,0
3242904000,inf,0,0,0,0,0
3243904000,inf,0,0,0,0,0
3244904000,inf,0,0,0,0,0
3245904000,inf,0,0,0,0,0
3246904000,inf,0,0,0,0,0
3247904000,inf,0,0,0,0,0
3248904000,inf,0,0,0,0,0
3249904000,inf,0,0,0,0,0
3250904000,inf,0,0,0,0,0
3251904000,inf,0,0,0,0,0
3252904000,inf,0,0,0,0,0
3253904000,inf,0,0,0,0,0
3254904000,inf,0,0,0,0,0
3255904000,inf,0,0,0,0,0
3256904000,inf,0,0,0,0,0
3257904000,inf,0,0,0,0,0
3258904000,inf,0,0,0,0,0
