timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
3151272000,47.39775023442313,8.545606417653016,0.0171788,-0.06288928,-0.07393967,-0.0171788,0.4206939,1,1,0
