timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
1449024000,0.0,0.0,0.0
1818968000,0.0,0.0,0.0
1819164000,0.0,0.0,0.0
1819368000,0.0,0.0,0.0
1819568000,0.0,0.0,0.0
1819764000,0.0,0.0,0.0
