timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1448852000,0.0016251911,0.0005229176,0.0011197891,0
1449052000,0.0016251911,0.0005229176,0.0011197891,1
1449252000,0.0016251911,0.0005229176,0.0011197891,1
1449452000,0.0016251911,0.0005229176,0.0011197891,1
1449652000,0.0016251911,0.0005229176,0.0011197891,1
1449852000,0.0016251911,0.0005229176,0.0011197891,1
1450052000,0.0016251911,0.0005229176,0.0011197891,1
1450252000,0.0016251911,0.0005229176,0.0011197891,1
1818952000,0.0016251911,0.0005229176,0.0011197891,1
1819152000,0.0016251911,0.0005229176,0.0011197891,1
1819352000,0.0016251911,0.0005229176,0.0011197891,1
1819552000,0.0016251911,0.0005229176,0.0011197891,1
1819752000,0.0016251911,0.0005229176,0.0011197891,1
1819952000,0.0016251911,0.0005229176,0.0011197891,1
