timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
1449024000,47.397751553259496,8.545605038877694,0.049063932,0.08375864,-0.17771786,-0.049063932,0.40589666,1,1,0
