timestamp,noutputs,output[0],output[1],output[2],output[3],output[4],output[5],output[6],output[7],output[8],output[9],output[10],output[11],output[12],output[13],output[14],output[15]
1449032000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449128000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449228000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449328000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449428000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449532000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449632000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449732000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449832000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449932000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450028000,6,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450128000,6,1089.2552,1150.8054,1082.988,1157.2156,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450228000,6,1129.2747,1144.4943,1119.8949,1150.7883,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450332000,6,1214.9132,1223.3672,1207.469,1230.7434,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450428000,6,1288.4824,1291.9674,1280.0457,1298.9071,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450532000,6,1354.6715,1366.2227,1348.4653,1375.1328,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450628000,6,1441.9005,1443.6716,1432.4935,1454.6398,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450732000,6,1511.2883,1518.109,1503.7552,1530.1161,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450828000,6,1582.049,1587.8499,1576.0924,1595.4122,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450928000,6,1616.4674,1616.1238,1618.9598,1613.3517,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451028000,6,1598.9543,1599.2053,1602.745,1597.8671,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451128000,6,1612.5319,1616.6464,1612.085,1616.5115,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451228000,6,1613.7802,1615.7068,1613.7833,1612.766,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451328000,6,1614.6183,1615.3601,1614.5931,1614.728,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451428000,6,1617.1146,1611.4849,1612.2576,1611.499,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451528000,6,1576.5984,1573.3682,1576.0857,1575.9164,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451628000,6,1533.555,1531.9478,1531.3162,1532.9554,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451732000,6,1564.9296,1565.4827,1565.8356,1565.8641,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451828000,6,1559.3473,1559.2366,1560.8693,1559.1155,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451928000,6,1559.0588,1557.5375,1561.5894,1557.4948,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452028000,6,1559.4822,1561.2478,1559.4543,1559.3397,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452132000,6,1561.9944,1559.202,1560.4243,1560.7092,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452228000,6,1559.2283,1560.5164,1562.5372,1561.6494,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452328000,6,1559.963,1561.9237,1560.7478,1562.2662,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452432000,6,1563.5461,1562.2288,1561.8411,1561.3518,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452528000,6,1560.678,1560.9586,1562.8035,1562.1262,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452632000,6,1560.6847,1563.056,1560.3865,1564.1713,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452732000,6,1564.369,1564.8103,1564.4862,1564.2446,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452828000,6,1563.1041,1566.1464,1563.8063,1561.1793,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452928000,6,1561.9712,1561.4348,1563.0782,1562.1649,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453028000,6,1563.1273,1563.1234,1562.3002,1562.229,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453128000,6,1562.4287,1562.4412,1561.6654,1561.9218,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453228000,6,1564.8112,1561.1368,1564.4071,1558.7811,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453328000,6,1564.6542,1564.2676,1561.0585,1565.4092,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453428000,6,1564.5128,1559.5371,1563.2924,1557.8385,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453532000,6,1560.7876,1563.1813,1561.1222,1564.0249,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453628000,6,1565.4231,1564.7789,1565.5793,1563.4711,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453728000,6,1560.6085,1562.1473,1561.599,1561.9128,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453828000,6,1563.4241,1562.1685,1562.2856,1561.2175,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453932000,6,1558.4188,1553.6768,1565.9003,1568.7423,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454028000,6,1561.6007,1561.9023,1565.9377,1565.489,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454128000,6,1564.2874,1566.294,1565.6089,1564.6714,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454232000,6,1561.6188,1566.5892,1561.4766,1564.018,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454332000,6,1561.459,1564.7607,1562.2573,1564.6207,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454432000,6,1564.9529,1565.3184,1564.5872,1563.655,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454528000,6,1564.5405,1563.9535,1564.6003,1562.226,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454632000,6,1566.1552,1564.1516,1565.0676,1564.0673,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454728000,6,1565.6302,1562.3226,1563.717,1563.7017,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454828000,6,1564.0918,1564.3856,1563.0929,1564.3578,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454928000,6,1565.6819,1563.6843,1561.523,1565.4216,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455028000,6,1565.638,1563.6902,1566.7632,1561.3099,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455128000,6,1563.4397,1564.93,1563.4883,1565.177,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455228000,6,1566.1052,1563.5171,1562.495,1566.1808,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455332000,6,1562.8656,1565.7803,1563.126,1563.3478,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455428000,6,1566.2406,1562.3256,1563.0635,1564.207,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455532000,6,1565.6959,1564.4313,1565.8726,1564.6171,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455628000,6,1564.579,1566.56,1564.6448,1565.1112,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455728000,6,1566.1715,1562.1477,1563.5165,1564.9458,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455832000,6,1564.861,1564.3033,1561.8112,1567.0996,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455928000,6,1563.508,1564.2145,1563.1678,1565.756,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456028000,6,1564.5347,1564.4697,1562.402,1565.4501,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456128000,6,1566.1519,1565.8191,1566.7266,1563.894,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456232000,6,1566.2521,1564.9723,1567.2649,1564.5659,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456328000,6,1563.936,1564.5011,1564.5686,1562.8186,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456432000,6,1563.7552,1566.7368,1567.3088,1565.2092,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456532000,6,1564.6252,1563.9573,1561.9061,1566.0148,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456632000,6,1563.5546,1562.8438,1562.978,1564.605,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456732000,6,1568.4203,1561.9856,1566.0472,1567.7427,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456828000,6,1563.5952,1565.009,1561.5172,1561.8787,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456928000,6,1565.3109,1563.9792,1564.0017,1566.6448,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457028000,6,1561.6377,1565.6282,1562.1354,1565.6774,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457128000,6,1564.0231,1566.5623,1564.0056,1565.094,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457228000,6,1563.2394,1565.4391,1562.8535,1565.8458,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457328000,6,1561.5707,1564.2649,1561.6392,1566.2947,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457428000,6,1563.6844,1565.2264,1563.3042,1564.4075,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457532000,6,1565.6477,1562.9058,1563.4006,1563.946,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457628000,6,1561.8568,1563.7538,1561.9542,1565.5892,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457728000,6,1565.5262,1565.8027,1566.3071,1562.1962,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457832000,6,1566.8856,1563.824,1564.2596,1564.6562,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457932000,6,1563.1718,1563.5637,1562.5719,1565.9955,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458028000,6,1564.7662,1563.7971,1564.5878,1562.3738,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458128000,6,1565.7034,1564.6177,1564.3562,1561.5059,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458228000,6,1562.4143,1563.4736,1562.288,1565.0505,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458328000,6,1564.7446,1562.3434,1563.4747,1564.4836,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458428000,6,1563.3468,1566.4886,1565.6132,1565.4491,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458532000,6,1563.6222,1564.0181,1561.4329,1564.9775,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458632000,6,1563.4478,1564.1785,1563.5891,1564.3485,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458728000,6,1564.0408,1562.5443,1565.223,1563.1438,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458832000,6,1563.3342,1562.9813,1561.2513,1564.1948,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458928000,6,1565.2749,1563.7017,1563.0289,1562.1697,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459028000,6,1560.5211,1563.8347,1559.2891,1564.8231,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459132000,6,1560.0184,1563.1515,1563.7135,1561.5957,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459232000,6,1563.8813,1561.0325,1563.8884,1565.1128,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459332000,6,1565.149,1560.5737,1562.4989,1563.4318,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459432000,6,1563.0272,1560.9421,1563.0995,1564.0112,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459528000,6,1559.9406,1566.2479,1562.0289,1563.1764,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459632000,6,1563.6802,1561.7184,1564.3534,1561.3081,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459728000,6,1560.9243,1562.637,1560.6366,1563.9346,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459828000,6,1558.956,1563.2264,1560.6879,1564.1182,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459928000,6,1562.3494,1563.9692,1562.0247,1563.1357,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460028000,6,1563.2915,1565.3624,1564.7601,1562.1525,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460128000,6,1563.8721,1562.4846,1566.202,1561.1261,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460228000,6,1564.2035,1565.5978,1563.064,1561.324,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460332000,6,1562.5894,1562.77,1565.2722,1562.2773,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460428000,6,1561.2944,1562.604,1560.8181,1561.8809,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460528000,6,1560.7969,1564.9553,1559.4509,1566.2196,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460632000,6,1563.4872,1562.3528,1561.6504,1561.7197,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460728000,6,1562.9563,1564.0996,1565.7941,1562.29,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460832000,6,1560.831,1563.9513,1564.0173,1562.53,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460928000,6,1564.0973,1565.8035,1560.9608,1564.762,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461028000,6,1561.3466,1565.7883,1560.6754,1565.1904,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461128000,6,1561.186,1565.0465,1561.9298,1566.0105,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461228000,6,1562.8568,1563.4387,1564.2836,1565.9559,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461332000,6,1564.6941,1559.9541,1565.0514,1561.272,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461432000,6,1563.2008,1561.3074,1562.1895,1562.2965,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461528000,6,1564.7642,1563.2935,1566.3131,1563.3694,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461628000,6,1562.138,1565.239,1565.8934,1561.2004,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461732000,6,1563.7362,1560.9554,1563.7515,1562.0995,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461832000,6,1565.7037,1563.3701,1567.302,1561.166,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461928000,6,1563.4882,1565.3406,1563.5125,1563.5022,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462028000,6,1563.1273,1565.4209,1562.3853,1565.2495,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462132000,6,1566.4135,1564.1305,1566.6147,1562.283,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462228000,6,1562.5096,1565.4625,1562.8939,1563.0968,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462328000,6,1564.748,1563.3296,1563.6859,1564.2751,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462428000,6,1561.4052,1563.5167,1564.6797,1564.8945,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462528000,6,1562.7743,1560.2678,1561.7773,1563.5616,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462632000,6,1565.773,1562.8237,1562.3601,1563.563,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462728000,6,1563.8943,1563.4706,1564.1079,1563.8044,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462832000,6,1563.6884,1563.8442,1563.4446,1562.8002,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462932000,6,1560.7322,1562.1395,1559.85,1565.0438,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463028000,6,1565.956,1562.474,1562.4585,1563.5624,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463132000,6,1559.881,1562.2643,1562.0408,1560.5035,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463228000,6,1561.6188,1562.7224,1562.4742,1562.4081,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463332000,6,1563.0486,1564.1797,1562.9677,1562.3403,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463428000,6,1560.5249,1564.4373,1562.5637,1565.6171,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463528000,6,1562.561,1562.538,1562.8107,1562.2538,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463628000,6,1563.0267,1563.7104,1565.4104,1561.858,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463732000,6,1562.9618,1561.7174,1560.551,1564.6434,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463832000,6,1561.3542,1563.9355,1563.159,1564.5662,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463928000,6,1565.2614,1562.5303,1562.2977,1562.4374,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464028000,6,1562.976,1561.6768,1564.056,1561.0798,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464132000,6,1564.481,1560.4451,1562.9581,1563.8934,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464228000,6,1562.3218,1565.2081,1563.901,1561.2125,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464332000,6,1559.761,1564.9674,1560.718,1563.3911,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464432000,6,1560.967,1562.9772,1560.9492,1566.3501,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464532000,6,1563.3877,1562.4637,1564.2932,1563.5472,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464632000,6,1563.2109,1562.0693,1561.6897,1561.4564,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464732000,6,1563.4858,1564.3319,1564.7168,1563.2399,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464828000,6,1561.653,1563.5647,1561.2203,1564.3132,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464932000,6,1562.4607,1561.0209,1561.9801,1561.0958,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465032000,6,1561.1559,1564.1742,1562.9578,1562.9937,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465128000,6,1563.1748,1563.3785,1564.1793,1563.5277,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465228000,6,1564.1859,1564.9308,1563.2045,1564.1205,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465332000,6,1562.5825,1563.6724,1562.8619,1564.0933,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465432000,6,1562.4954,1563.2568,1565.7803,1562.0659,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465532000,6,1562.8689,1565.1057,1563.801,1563.0482,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465632000,6,1564.0564,1565.3921,1563.8063,1565.7778,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465728000,6,1563.6096,1563.952,1561.9452,1563.484,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465828000,6,1561.8674,1563.3942,1563.6447,1560.2595,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465928000,6,1564.1763,1562.2861,1565.3457,1561.685,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466028000,6,1563.6346,1564.3374,1561.584,1564.5684,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466132000,6,1561.3976,1561.7483,1562.581,1561.2034,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466228000,6,1563.5198,1561.1453,1560.8182,1563.292,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466328000,6,1564.4902,1561.393,1561.8652,1564.0842,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466432000,6,1563.5482,1563.6957,1566.4486,1562.1356,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466528000,6,1566.7676,1560.1443,1565.8732,1561.5736,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466628000,6,1562.8575,1565.7268,1563.9564,1563.7852,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466732000,6,1563.0184,1565.5332,1562.2725,1563.689,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466828000,6,1565.0142,1562.0349,1564.5388,1562.7739,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466928000,6,1561.5442,1564.5834,1563.4752,1562.4672,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467032000,6,1563.5757,1564.9082,1565.1067,1559.2646,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467128000,6,1564.0222,1563.5485,1562.2355,1562.9839,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467232000,6,1565.4015,1562.4583,1563.9985,1562.0758,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467328000,6,1564.4401,1560.3497,1564.0502,1561.6934,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467432000,6,1562.0875,1563.9677,1562.9539,1560.5005,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467528000,6,1565.135,1562.937,1565.4052,1565.0881,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467632000,6,1563.7291,1563.8568,1561.6991,1565.5518,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467728000,6,1560.2985,1567.2296,1564.1179,1565.5576,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467828000,6,1564.822,1563.8018,1563.7759,1565.946,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467932000,6,1563.0223,1565.0599,1562.5203,1565.6101,1500.0,1500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
