timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
1449032000,0.0,0.0,0.0,0.0
1449232000,0.0,0.0,0.0,0.0
1449428000,0.0,0.0,0.0,0.0
1449632000,0.0,0.0,0.0,0.0
1449832000,0.0,0.0,0.0,0.0
1450032000,0.0,0.0,0.0,0.0
1450232000,0.0,0.0,0.0,0.0
1450432000,-0.0009171354,-0.0013034395,-1.2818311e-05,0.0
1450628000,-0.0020784868,-0.0028250162,-5.2576197e-05,0.0
1450828000,-0.003190238,-0.0040712473,-7.850929e-05,0.0
1451028000,-0.0024757523,-0.0030901637,-8.6993576e-05,0.0
1451228000,-0.0019223947,-0.0024326683,-7.500841e-05,0.0
1451432000,-0.0017105928,-0.0021971022,-5.463137e-05,0.0
1451628000,-0.0013418011,-0.0017840738,-2.4567058e-05,0.0
1451828000,-0.0011312427,-0.0015422909,-3.6852238e-05,0.0
1452028000,-0.00095168187,-0.0011288931,-2.59806e-05,0.0
1452232000,-0.00087970623,-0.0011391432,-3.3334418e-05,0.0
1452432000,-0.0006608954,-0.00081573724,-1.4240412e-05,0.0
1452632000,-0.0005538608,-0.00076242205,-1.8504106e-05,0.0
1452832000,-0.00039949216,-0.000541027,-1.2508994e-05,0.0
1453028000,-0.0004405727,-0.00045412796,-2.3820234e-05,0.0
1453232000,-0.0003876887,-0.00037749775,-2.1230986e-05,0.0
1453432000,-0.00032150326,-0.00035705374,-1.5874984e-05,0.0
1453632000,-0.00023051821,-0.00017599006,-5.03844e-06,0.0
1453832000,-0.00021646776,-0.00014562628,-1.5526106e-05,0.0
1454032000,-8.584662e-05,7.645487e-05,-0.00034308532,0.0
1454232000,-0.00012620936,-0.00015080241,-0.0003125525,0.0
1454432000,-7.86869e-05,-3.3310804e-05,-0.00022694095,0.0
1454632000,-0.00020371095,8.2064995e-05,-0.00014632275,0.0
1454832000,-0.000117337826,0.00010949358,-9.705923e-05,0.0
1455028000,-9.711904e-05,3.907797e-06,-6.392563e-05,0.0
1455232000,-0.00020222568,7.230167e-06,-2.560339e-05,0.0
1455428000,-0.0001853721,9.2170885e-05,-1.6822567e-05,0.0
1455632000,-8.082197e-05,3.2739277e-05,-2.831773e-05,0.0
1455832000,-5.2862837e-05,0.00010709996,-2.0767324e-05,0.0
1456028000,-5.744852e-05,6.414162e-05,-2.8588496e-05,0.0
1456232000,-0.00011974284,0.0001442206,1.5142621e-06,0.0
1456432000,-7.572246e-05,2.1726772e-05,-1.3069862e-06,0.0
1456632000,2.9870398e-06,-6.0392915e-05,1.05919535e-05,0.0
1456828000,-0.000118557386,8.827856e-05,-1.2808114e-05,0.0
1457028000,-0.00013864227,2.8269602e-05,6.011011e-06,0.0
1457232000,7.2098105e-06,-6.350654e-05,2.6971393e-06,0.0
1457432000,-5.4864857e-05,-2.5149267e-05,2.9837142e-06,0.0
1457632000,-0.00012920129,-0.00015087893,1.7252843e-05,0.0
1457832000,8.159747e-05,4.9346792e-05,1.3903728e-05,0.0
1458032000,-3.743859e-05,-3.5177567e-05,-1.0641421e-05,0.0
