timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
1859220000,-0.0038911784,-0.055045806,-1.1625998,0.0,0.0,0.0
1859236000,-0.0044467496,-0.054987486,-1.1626642,0.0,0.0,0.0
1859256000,-0.0044112774,-0.055055168,-1.162717,0.0,0.0,0.0
1859280000,-0.0043825875,-0.055433206,-1.1627041,0.0,0.0,0.0
1859300000,-0.004201707,-0.0554457,-1.1627591,0.0,0.0,0.0
1859320000,-0.0041483724,-0.05557981,-1.1627738,0.0,0.0,0.0
1859340000,-0.0038770637,-0.055677712,-1.1626316,0.0,0.0,0.0
1859360000,-0.0037150178,-0.05556374,-1.1624353,0.0,0.0,0.0
1859380000,-0.0035860846,-0.055567585,-1.1623259,0.0,0.0,0.0
1859396000,-0.0033998447,-0.056153797,-1.1625216,0.0,0.0,0.0
1859420000,-0.0032441271,-0.056381788,-1.1623237,0.0,0.0,0.0
1859440000,-0.0033276402,-0.05638434,-1.1622494,0.0,0.0,0.0
1859460000,-0.0032648358,-0.05649681,-1.1620849,0.0,0.0,0.0
1859476000,-0.0035887265,-0.05649739,-1.1622121,0.0,0.0,0.0
1859496000,-0.003168371,-0.056729518,-1.1622486,0.0,0.0,0.0
1859520000,-0.002745151,-0.056773387,-1.1623989,0.0,0.0,0.0
1859536000,-0.0023141266,-0.0569512,-1.1624765,0.0,0.0,0.0
1859560000,-0.0024698712,-0.05698604,-1.1624415,0.0,0.0,0.0
1859576000,-0.0024840026,-0.05694174,-1.1622925,0.0,0.0,0.0
1859600000,-0.002818244,-0.057142243,-1.1621927,0.0,0.0,0.0
1859616000,-0.0024234143,-0.05731201,-1.1620984,0.0,0.0,0.0
1859640000,-0.0019231867,-0.05768009,-1.1619575,0.0,0.0,0.0
1859660000,-0.0012197411,-0.057337895,-1.1619319,0.0,0.0,0.0
1859676000,-0.0009074501,-0.057244588,-1.1620911,0.0,0.0,0.0
1859700000,-0.00077574095,-0.057204433,-1.1622955,0.0,0.0,0.0
1859716000,-0.00046238987,-0.05700107,-1.1622603,0.0,0.0,0.0
1859740000,-0.00011687519,-0.05709932,-1.1622063,0.0,0.0,0.0
1859756000,0.00017657991,-0.057180874,-1.1621704,0.0,0.0,0.0
1859776000,-3.4917193e-06,-0.056839317,-1.1622175,0.0,0.0,0.0
1859796000,2.8574606e-05,-0.056400564,-1.1623745,0.0,0.0,0.0
1859816000,-9.802217e-05,-0.05646833,-1.1623304,0.0,0.0,0.0
1859832000,-0.00035580058,-0.05598797,-1.1620378,0.0,0.0,0.0
1859860000,0.00013731096,-0.055903595,-1.1618052,0.0,0.0,0.0
1859876000,0.0002965075,-0.056001008,-1.1616054,0.0,0.0,0.0
1859896000,0.00018216348,-0.05616533,-1.1614625,0.0,0.0,0.0
1859920000,0.0003479577,-0.05568052,-1.1614618,0.0,0.0,0.0
1859936000,0.00059690955,-0.05544657,-1.1614225,0.0,0.0,0.0
1859956000,0.0004704573,-0.05542887,-1.1613547,0.0,0.0,0.0
1859972000,0.00046705082,-0.055601515,-1.1612139,0.0,0.0,0.0
1859996000,0.00064591016,-0.05554572,-1.1611173,0.0,0.0,0.0
1860020000,0.0005368134,-0.05514604,-1.1612594,0.0,0.0,0.0
1860040000,0.00021971739,-0.05534212,-1.1613266,0.0,0.0,0.0
1860056000,0.00015779513,-0.055856835,-1.1612686,0.0,0.0,0.0
1860080000,6.409151e-05,-0.0554763,-1.161276,0.0,0.0,0.0
1860096000,0.00043176796,-0.05545704,-1.1612426,0.0,0.0,0.0
1860120000,0.00071745715,-0.055210486,-1.1613603,0.0,0.0,0.0
1860136000,0.0005014192,-0.055203862,-1.1615379,0.0,0.0,0.0
1860160000,0.00055992673,-0.055475805,-1.1613966,0.0,0.0,0.0
1860180000,0.0012950383,-0.055202045,-1.1613817,0.0,0.0,0.0
1860200000,0.0013831933,-0.054643713,-1.1615269,0.0,0.0,0.0
1860220000,0.0019628787,-0.054154687,-1.1614032,0.0,0.0,0.0
1860236000,0.73622406,0.68700534,-0.019918978,0.0,0.0,-0.121854186
1860260000,0.43300653,0.38591504,-0.0055627227,0.0,0.0,-0.12064303
1860280000,0.23761421,0.20744738,-0.00095683336,0.0,0.0,-0.1202113
1860300000,0.08523539,0.113477804,0.00042629242,0.0,0.0,-0.120059945
1860320000,-0.04676468,0.03291724,0.00095683336,0.0,0.0,-0.12001605
1860336000,-0.11520994,-0.017247045,0.0007687211,0.0,0.0,-0.120023444
1860360000,-0.10766121,-0.038327157,0.00052446127,0.0,0.0,-0.12001875
1860376000,-0.10476114,-0.06405165,0.00056272745,0.0,0.0,-0.120017365
1860400000,-0.120975465,-0.0701569,0.0006930828,0.0,0.0,-0.12921283
1860420000,-0.09795612,-0.102185294,0.00062942505,0.0,0.0,-0.15457146
1860440000,-0.089487,-0.10242529,0.0005836487,0.0,0.0,-0.16871753
1860456000,-0.08943337,-0.10240519,0.0005711317,0.0,0.0,-0.16871753
1860480000,-0.069488175,-0.11265199,0.0008279085,0.0,0.0,-0.19537358
1860496000,-0.06479415,-0.11620646,0.0007569194,0.0,0.0,-0.20995605
1860520000,-0.05363297,-0.114815265,0.00096541643,0.0,0.0,-0.22089969
1860536000,-0.050462645,-0.11321012,0.0012018085,0.0,0.0,-0.23577219
1860560000,-0.048191205,-0.11540113,0.0012398958,0.0,0.0,-0.2502391
1860576000,-0.043057084,-0.12017769,0.0010977387,0.0,0.0,-0.26213962
1860600000,-0.04317087,-0.11795963,0.0009661317,0.0,0.0,-0.2773136
1860620000,-0.04602053,-0.1108886,0.0008227229,0.0,0.0,-0.29236215
1860636000,-0.034253143,-0.11658426,0.0008391738,0.0,0.0,-0.3037727
