timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
1858868000,inf,1,0,0,0,0
1859868000,inf,1,0,0,0,0
1860248000,inf,1,0,0,0,1
1860388000,inf,1,0,0,0,0
1860468000,inf,0,0,1,0,0
1860548000,inf,0,0,0,0,0
1861548000,inf,0,0,0,0,0
1862548000,inf,0,0,0,0,0
1863548000,inf,0,0,0,0,0
1864548000,inf,0,0,0,0,0
1865548000,inf,0,0,0,0,0
1866548000,inf,0,0,0,0,0
1867548000,inf,0,0,0,0,0
1868548000,inf,0,0,0,0,0
1869548000,inf,0,0,0,0,0
1870548000,inf,0,0,0,0,0
1871548000,inf,0,0,0,0,0
1872548000,inf,0,0,0,0,0
1873548000,inf,0,0,0,0,0
1874548000,inf,0,0,0,0,0
1875548000,inf,0,0,0,0,0
1876548000,inf,0,0,0,0,0
1877548000,inf,0,0,0,0,0
1878548000,inf,0,0,0,0,0
1879548000,inf,0,0,0,0,0
1880548000,inf,0,0,0,0,0
1881548000,inf,0,0,0,0,0
1882548000,inf,0,0,0,0,0
1883548000,inf,0,0,0,0,0
1884548000,inf,0,0,0,0,0
1885548000,inf,0,0,0,0,0
1886548000,inf,0,0,0,0,0
1887548000,inf,0,0,0,0,0
1888548000,inf,0,0,0,0,0
1889548000,inf,0,0,0,0,0
1890548000,inf,0,0,0,0,0
1891548000,inf,0,0,0,0,0
1892548000,inf,0,0,0,0,0
1893548000,inf,0,0,0,0,0
1894548000,inf,0,0,0,0,0
1895548000,inf,0,0,0,0,0
1896548000,inf,0,0,0,0,0
1897548000,inf,0,0,0,0,0
1898548000,inf,0,0,0,0,0
1899548000,inf,0,0,0,0,0
1900548000,inf,0,0,0,0,0
1901548000,inf,0,0,0,0,0
1902548000,inf,0,0,0,0,0
1903548000,inf,0,0,0,0,0
1904548000,inf,0,0,0,0,0
1905548000,inf,0,0,0,0,0
1906548000,inf,0,0,0,0,0
1907548000,inf,0,0,0,0,0
1908548000,inf,0,0,0,0,0
1909548000,inf,0,0,0,0,0
1910548000,inf,0,0,0,0,0
1911548000,inf,0,0,0,0,0
1912548000,inf,0,0,0,0,0
1913548000,inf,0,0,0,0,0
1914548000,inf,0,0,0,0,0
1915548000,inf,0,0,0,0,0
1916548000,inf,0,0,0,0,0
