timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
1859220000,1859220000,0.0007652535,0.00029585185,0.00024741923
1859232000,1859232000,0.0058340053,-0.0007093423,0.0009363271
1859244000,1859244000,0.0043257335,-0.002399093,0.0004223395
1859256000,1859256000,-0.002504806,0.0021728058,0.0015019982
1859268000,1859268000,0.0006176436,0.0055933753,-0.00072852947
1859280000,1859280000,-0.00026949623,-0.00017253542,-0.0004488575
1859292000,1859292000,-0.003121591,-0.0012312853,0.0006776455
1859300000,1859300000,-8.3333056e-05,0.0013636355,0.0017391002
1859316000,1859316000,-0.0014848365,0.0018200176,0.0014796837
1859328000,1859328000,-0.0014728471,0.0021538902,-0.0024663676
1859340000,1859340000,-0.0013277819,-0.00084755383,-0.002759654
1859352000,1859352000,-0.0018482306,-0.00264083,-0.0039114524
1859364000,1859364000,-0.0010708987,0.0012598368,-0.0007171598
1859376000,1859376000,-0.000115379225,-0.00031788787,-0.0021849135
1859388000,1859388000,-0.0014963154,0.006180848,0.002196286
1859400000,1859400000,-0.002303889,0.0030107202,0.0029914274
1859412000,1859412000,-0.00087992917,0.0006489353,-0.003117948
1859424000,1859424000,0.0037690052,0.001660774,-0.0022379828
1859436000,1859436000,0.00018878077,-0.0010956512,-0.0010319559
1859448000,1859448000,-0.0024143732,0.0018666503,-0.0027058027
1859460000,1859460000,0.0021256562,-0.00085418485,-0.002619048
1859472000,1859472000,0.004047138,-0.00095393695,0.0037398336
1859484000,1859484000,-0.0032547505,0.005155881,0.0017074827
1859496000,1859496000,-0.0023606487,-0.0017606821,0.0012488259
1859508000,1859508000,-0.004062213,-0.0020934655,-2.3684712e-05
1859520000,1859520000,-0.0019669503,0.0034480952,0.0052537317
1859528000,1859528000,-0.0037108806,0.0015085647,0.00369007
1859544000,1859544000,0.0009123718,-0.0023705591,-0.0011374754
1859556000,1859556000,0.00091505516,0.0019247704,0.00028889644
1859568000,1859568000,0.00028463005,-0.00051405793,-0.0007165347
1859580000,1859580000,0.0009773533,0.0018174835,-0.0065112566
1859592000,1859592000,0.0021335976,-0.001187528,0.00066669745
1859604000,1859604000,0.0015863618,0.002600635,-1.0180236e-05
1859616000,1859616000,-0.0035881745,0.0016820179,-0.00089108036
1859624000,1859624000,-0.0038827183,0.002476927,-0.0007527284
1859640000,1859640000,-0.005737124,0.0028195304,-0.002809525
1859648000,1859648000,-0.0064928816,0.00163349,0.00085352716
1859664000,1859664000,-0.0033660596,-0.0057704486,0.001437193
1859676000,1859676000,-0.0024422556,0.0011481335,0.0038802538
1859688000,1859688000,0.00159181,0.0007060594,0.0032893594
1859700000,1859700000,-0.004736419,-0.0020228243,0.0047431346
1859712000,1859712000,-0.00090094295,-0.00023689587,-0.00097567856
