timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
1860232000,0.15422319,-0.14805779,0.0024859027,0.41549903,0.0,-0.0106793735,0.02003239,0.81288886,0.0,0.0,0.0,0.0,0.0,0.0,-0.019737335,0.007673387,-0.12
1860328000,0.15369138,-0.14706309,0.001195946,0.4159013,0.0,0.00058843347,0.0021381495,0.6902222,0.0,0.0,0.0,0.0,0.0,0.0,0.00021737553,-0.0023620962,-0.12
1860420000,0.15371545,-0.14710788,-0.0065832655,0.4159013,0.0,0.0015203968,0.0032512636,0.57266665,0.0,0.0,0.0,0.0,0.0,0.0,0.0020975166,-0.0017495671,-0.15454733
1860532000,0.15374352,-0.1471604,-0.03383597,0.4159013,0.0,0.0021508813,0.0055176243,0.42955554,0.0,0.0,0.0,0.0,0.0,0.0,0.0028767528,-0.00079461245,-0.2357533
1860624000,0.15376544,-0.14720136,-0.078236155,0.4159013,0.0,0.0026266188,0.00700465,0.31199998,0.0,0.0,0.0,0.0,0.0,0.0,0.0035474638,-0.00023599976,-0.3037519
1860720000,0.15378721,-0.14724207,-0.15251027,0.4159013,0.0,0.0026017742,0.008720684,0.18933332,0.0,0.0,0.0,0.0,0.0,0.0,0.0033570104,-0.00020967043,-0.37437564
1860832000,0.15381126,-0.14728712,-0.27365577,0.4159013,0.0,0.0027523786,0.010403826,0.046222217,0.0,0.0,0.0,0.0,0.0,0.0,0.0027316292,0.0004380864,-0.45754796
1860924000,0.15383005,-0.14732225,-0.39362112,0.4159013,0.0,0.0027336613,0.012513764,-0.071333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0033088098,0.0019411662,-0.52780014
1861036000,0.15385179,-0.14736286,-0.55493844,0.4159013,0.0,0.0034144118,0.014492146,-0.21444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0032401942,0.0019492435,-0.6099339
1861128000,0.15386873,-0.14739457,-0.6926241,0.4159013,0.0,0.004510108,0.016155122,-0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0031036944,0.0021884998,-0.6081264
1861224000,0.15388553,-0.14742607,-0.83662397,0.4159013,0.0,0.0049170717,0.017119924,-0.45466664,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008957614,0.0020368898,-0.60857326
1861336000,0.15390414,-0.14746097,-1.0046239,0.4159013,0.0,0.0036732794,0.018265998,-0.5977778,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034799117,0.0010144719,-0.61723137
1861428000,0.15391868,-0.14748819,-1.1426239,0.4159013,0.0,0.0019433007,0.018507931,-0.71533334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037591853,0.00054732955,-0.61420685
1861520000,0.15393257,-0.14751418,-1.2806239,0.4159013,0.0,1.202077e-05,0.018851988,-0.8328889,0.0,0.0,0.0,0.0,0.0,0.0,-0.003051344,0.0010857624,-0.61179155
1861632000,0.15394868,-0.14754423,-1.4486239,0.4159013,0.0,-0.0025037066,0.018802596,-0.976,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040710005,0.0013877822,-0.6144669
1861728000,0.15396173,-0.14756867,-1.5926238,0.4159013,0.0,-0.0050386596,0.01850587,-1.0986668,0.0,0.0,0.0,0.0,0.0,0.0,-0.00412427,0.0006764771,-0.6216327
1861820000,0.15397367,-0.14759097,-1.7306238,0.4159013,0.0,-0.0075382935,0.017797086,-1.2162224,0.0,0.0,0.0,0.0,0.0,0.0,-0.0044186027,0.0010685454,-0.6214515
1861932000,0.1539874,-0.14761676,-1.8986238,0.4159013,0.0,-0.01041182,0.016763257,-1.3593336,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034810181,0.0012075233,-0.62344974
1862024000,0.1539981,-0.1476369,-2.0366237,0.4159013,0.0,-0.012398012,0.01570837,-1.4768893,0.0,0.0,0.0,0.0,0.0,0.0,-0.003102658,0.0015072951,-0.62153494
1862120000,0.15400876,-0.14765689,-2.1806235,0.4159013,0.0,-0.014402312,0.014426477,-1.5995561,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027681964,0.0019380795,-0.63030785
1862232000,0.1540206,-0.14767906,-2.3486233,0.4159013,0.0,-0.01648456,0.012818488,-1.7426673,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026232414,0.0012451345,-0.6320857
1862324000,0.15402982,-0.14769633,-2.486623,0.4159013,0.0,-0.019089647,0.011178327,-1.8602229,0.0,0.0,0.0,0.0,0.0,0.0,-0.004367497,0.00052695314,-0.6314955
1862436000,0.1540405,-0.1477163,-2.6546228,0.4159013,0.0,-0.021846786,0.009397024,-2.003334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038548037,0.0008552036,-0.6338178
1862528000,0.15404886,-0.14773187,-2.7926226,0.4159013,0.0,-0.024340047,0.007840472,-2.1208897,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036721898,0.00012947546,-0.633109
1862624000,0.15405717,-0.14774734,-2.9366224,0.4159013,0.0,-0.02616851,0.0063590514,-2.2435565,0.0,0.0,0.0,0.0,0.0,0.0,-0.003190022,0.0003590996,-0.64099866
1862736000,0.15406637,-0.1477645,-3.1046221,0.4159013,0.0,-0.029433189,0.0039579975,-2.3866677,0.0,0.0,0.0,0.0,0.0,0.0,-0.004492249,0.00039325646,-0.64202523
1862828000,0.15407355,-0.14777784,-3.242622,0.4159013,0.0,-0.0315368,0.0022888721,-2.5042233,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041998504,0.0006153617,-0.6418745
1862920000,0.15408045,-0.14779061,-3.3806217,0.4159013,0.0,-0.033559244,0.00070669054,-2.56044,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039631855,0.00052563776,-0.6047282
1863032000,0.15408842,-0.14780541,-3.5486214,0.4159013,0.0,-0.035555612,-0.0008909017,-2.4507298,0.0,0.0,0.0,0.0,0.0,0.0,-0.004646993,0.00067415717,-0.53389573
1863128000,0.15409487,-0.14781736,-3.6926212,0.4159013,0.0,-0.037945624,-0.0021697716,-2.384253,0.0,0.0,0.0,0.0,0.0,0.0,-0.0053372844,0.0004277861,-0.5718958
1863220000,0.15410073,-0.14782831,-3.830621,0.4159013,0.0,-0.03999314,-0.0033549487,-2.3021607,0.0,0.0,0.0,0.0,0.0,0.0,-0.004686611,0.00067584944,-0.5705215
1863332000,0.15410744,-0.14784102,-3.9986207,0.4159013,0.0,-0.04341111,-0.005254853,-2.2211347,0.0,0.0,0.0,0.0,0.0,0.0,-0.0056608575,0.00019450104,-0.56691134
1863424000,0.15411267,-0.14785092,-4.1366215,0.4159013,0.0,-0.04537346,-0.0066029415,-2.1530669,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049379086,0.00024724193,-0.5685486
1863520000,0.15411788,-0.14786075,-4.2806225,0.4159013,0.0,-0.047092844,-0.007918074,-2.112847,0.0,0.0,0.0,0.0,0.0,0.0,-0.005611977,-0.0009648364,-0.57476854
1863632000,0.15412365,-0.1478716,-4.4486237,0.4159013,0.0,-0.04858106,-0.00928251,-2.0517032,0.0,0.0,0.0,0.0,0.0,0.0,-0.005253776,0.00020920215,-0.57584417
1863724000,0.15412815,-0.14788008,-4.5866246,0.4159013,0.0,-0.05030137,-0.010355063,-1.9979205,0.0,0.0,0.0,0.0,0.0,0.0,-0.005622665,0.000957762,-0.5723918
1863836000,0.1541333,-0.14788991,-4.754626,0.4159013,0.0,-0.051406704,-0.011446658,-1.9489684,0.0,0.0,0.0,0.0,0.0,0.0,-0.004139628,0.00025980014,-0.57535326
1863928000,0.15413734,-0.14789759,-4.892627,0.4159013,0.0,-0.05215075,-0.012947294,-1.90626,0.0,0.0,0.0,0.0,0.0,0.0,-0.0048699942,-0.00042229053,-0.57180077
1864024000,0.15414137,-0.14790523,-5.036628,0.4159013,0.0,-0.052145515,-0.01406585,-1.8878636,0.0,0.0,0.0,0.0,0.0,0.0,-0.004305748,0.00010042553,-0.580579
1864136000,0.15414584,-0.14791366,-5.204629,0.4159013,0.0,-0.052430432,-0.016240701,-1.8532734,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047340337,-0.00043542538,-0.5816435
1864228000,0.15414931,-0.14792018,-5.34263,0.4159013,0.0,-0.052265298,-0.017664121,-1.8196831,0.0,0.0,0.0,0.0,0.0,0.0,-0.0043031373,-0.0006322245,-0.57836413
1864320000,0.15415265,-0.1479264,-5.480631,0.4159013,0.0,-0.0524957,-0.019219695,-1.788898,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040652985,-0.0007437757,-0.57681745
1864432000,0.1541565,-0.14793362,-5.648632,0.4159013,0.0,-0.05207064,-0.02027761,-1.7630558,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046391534,-0.00014641453,-0.5773533
1864528000,0.15415967,-0.1479395,-5.792633,0.4159013,0.0,-0.051874332,-0.020973092,-1.7555285,0.0,0.0,0.0,0.0,0.0,0.0,-0.004084338,0.0006831946,-0.58255345
1864620000,0.15416253,-0.14794488,-5.930634,0.4159013,0.0,-0.05077545,-0.020965755,-1.7296991,0.0,0.0,0.0,0.0,0.0,0.0,-0.003480974,0.00059696654,-0.58002186
1864732000,0.15416586,-0.14795114,-6.098635,0.4159013,0.0,-0.049376313,-0.020992806,-1.7101636,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032493277,-0.00034430396,-0.5805439
1864824000,0.15416849,-0.14795603,-6.236636,0.4159013,0.0,-0.049428776,-0.022091104,-1.688374,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041947593,-0.0006908389,-0.5767648
1864920000,0.1541711,-0.14796089,-6.380637,0.4159013,0.0,-0.04903659,-0.02267262,-1.6869831,0.0,0.0,0.0,0.0,0.0,0.0,-0.004279995,-0.00075812044,-0.58399284
1865032000,0.15417399,-0.14796628,-6.5486383,0.4159013,0.0,-0.049852572,-0.02436064,-1.6709251,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041534333,-0.0007948609,-0.58366627
1865124000,0.15417622,-0.1479705,-6.6866393,0.4159013,0.0,-0.049924668,-0.0251616,-1.6536961,0.0,0.0,0.0,0.0,0.0,0.0,-0.004225501,-2.80881e-05,-0.5833252
1865236000,0.15417877,-0.14797537,-6.8546405,0.4159013,0.0,-0.05098709,-0.026371662,-1.6418829,0.0,0.0,0.0,0.0,0.0,0.0,-0.005000578,-0.0006398599,-0.58198106
1865328000,0.15418075,-0.14797918,-6.9926414,0.4159013,0.0,-0.05143958,-0.026971195,-1.626749,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050770347,-0.0010173713,-0.579512
1865420000,0.15418264,-0.14798284,-7.1306424,0.4159013,0.0,-0.05252498,-0.027900852,-1.6251392,0.0,0.0,0.0,0.0,0.0,0.0,-0.005469403,-0.00039499116,-0.5830111
1865532000,0.15418483,-0.14798702,-7.2986436,0.4159013,0.0,-0.053289827,-0.028650876,-1.6166439,0.0,0.0,0.0,0.0,0.0,0.0,-0.006020781,-0.00037222897,-0.578832
1865628000,0.15418656,-0.14799029,-7.438243,0.4159013,0.0,-0.054453086,-0.029928276,-1.6165891,0.0,0.0,0.0,0.0,0.0,0.0,-0.0057869554,-0.000613394,-0.58268213
