timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1859056000,0.0013817333,0.0010476841,0.0017843896,1
1859256000,0.0013817333,0.0010476841,0.0017843896,1
1859552000,0.0013817333,0.0010476841,0.0017843896,1
1859752000,0.0013817333,0.0010476841,0.0017843896,1
1859952000,0.0013540987,0.0011274384,0.0019431054,0
1860152000,0.0013270167,0.0018037423,0.002099688,0
1860360000,0.0012999456,0.0018676539,0.0020568543,0
2474352000,0.0012999456,0.0018676539,0.0020568543,1
2474552000,0.0012999456,0.0018676539,0.0020568543,1
2474752000,0.0012999456,0.0018676539,0.0020568543,1
2474952000,0.0012999456,0.0018676539,0.0020568543,1
2475152000,0.0012999456,0.0018676539,0.0020568543,1
