timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
1859216000,0.0,0.0,0.0
2474348000,0.0,0.0,0.0
2474544000,0.0,0.0,0.0
2474748000,0.0,0.0,0.0
2474944000,0.0,0.0,0.0
2475148000,0.0,0.0,0.0
