timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
1859216000,47.397752252662265,8.545605589486494,0.011064864,-2.8761508,-0.0,0.008994944,0.049981266,-0.0086480975,0.41587794,1.0846815,1.0269759,-0.090759315,2,0,1,0
1859416000,47.39775225072034,8.54560556181749,0.0068195593,-2.8603961,-0.0,0.0040074303,0.04404125,-0.009130398,0.41577882,1.0846529,1.0270145,-0.09888754,2,0,1,0
1859616000,47.39775224171933,8.545605560293886,0.002709075,-2.8345065,-0.0,-0.0033095593,0.035839077,-0.008507999,0.41569778,1.084163,1.027044,-0.10019069,2,0,1,0
1859816000,47.397752225680826,8.54560552949868,0.0006387635,-2.816577,-0.0,-0.0046753143,0.032425378,-0.007023228,0.41575116,1.0837193,1.0270725,-0.10019069,2,0,1,0
1860016000,47.39775221033863,8.5456054899176,-0.0009069961,-2.7981226,-0.0,-0.0076820864,0.027874112,-0.0062154783,0.41539362,1.083318,1.0271002,-0.101370096,2,0,1,0
1860216000,47.39775218892125,8.545605439861136,-0.0024260574,-2.7796419,-0.0,-0.010629354,0.019905245,-0.0011481643,0.41544396,1.082955,1.0271288,-0.10246837,2,0,1,0
1860416000,47.39775216821104,8.545605383527917,-0.004034576,-2.7612503,-0.0,-0.009616889,0.014827545,-0.0009097608,0.41554594,1.0826268,1.0271568,-0.103173494,2,0,1,0
1860616000,47.39775215578623,8.545605324046518,-0.005442025,-2.742658,-0.0,-0.012915016,0.010177199,0.0012742307,0.41554308,1.0823306,1.0268196,-0.103173494,2,0,1,0
1860816000,47.397752154594215,8.5456052675371,-0.006094548,-2.7233102,-0.0,-0.012226808,0.0078914305,0.0007752745,0.4155988,1.0820636,1.0268475,-0.103173494,2,0,1,0
1861016000,47.39775214944048,8.545605201721534,-0.008237631,-2.7054534,-0.0,-0.0144540835,0.0038793918,-0.0005807466,0.41545817,1.0818232,1.026875,-0.10731515,2,0,1,0
1861216000,47.397752130587115,8.545605151660519,0.014651965,-2.6625638,-0.0,-9.018226e-06,0.0059420145,-0.2607984,0.41566288,1.0816064,1.026902,-0.10732792,2,0,1,0
1861416000,47.397752162242256,8.545605129316213,0.09105671,-2.566159,-0.0,0.018265571,0.013577436,-0.5094676,0.41569468,1.0814136,1.0269285,-0.10732792,2,0,1,0
1861616000,47.39775220852708,8.54560512331543,0.21932009,-2.4178958,-0.0,0.01830613,0.012244949,-0.7694146,0.41575453,1.0812573,1.026951,-0.10732792,2,0,1,0
1861816000,47.39775227088861,8.545605139629055,0.39895988,-2.218256,-0.0,0.016261533,0.013617029,-1.0262809,0.41579136,1.0811327,1.02697,-0.10732792,2,0,1,0
1862016000,47.39775232315159,8.54560517204131,0.6319716,-1.9652443,-0.0,0.0068562836,0.01055574,-1.2834266,0.41577035,1.0810353,1.0269916,-0.10732792,2,0,1,0
1862216000,47.39775236884302,8.545605219618942,0.9142757,-1.6629403,-0.0,-0.0013468368,0.00698622,-1.5417715,0.41586637,1.0809611,1.0270137,-0.10732792,2,0,1,0
1862416000,47.39775242618336,8.545605274145847,1.2481735,-1.3090425,-0.0,-0.0010743283,0.006105358,-1.7977388,0.41575423,1.0809073,1.0270362,-0.10732792,2,0,1,0
1862616000,47.39775248059557,8.54560532882282,1.632844,-0.904372,-0.0,-0.008119528,0.0057681035,-2.0560822,0.41561818,1.0808706,1.0270611,-0.10732792,2,0,1,0
1862816000,47.39775253846926,8.545605393803331,2.0717545,-0.45323086,-0.0,-0.010345519,0.0017023075,-2.3121486,0.4203478,1.0808841,1.0270864,-0.10732792,2,0,1,0
1863016000,47.397752580338214,8.545605444507563,2.5585418,0.036072254,-0.0,-0.015030097,-0.0017959767,-2.4738326,0.4158906,1.0807806,1.0271121,-0.10732792,2,0,1,0
1863216000,47.39775263614588,8.545605489759799,3.0284603,0.49879026,-0.0,-0.016201874,-0.0046974104,-2.2445786,0.41246584,1.0805668,1.0271382,-0.10732792,2,0,1,0
1863416000,47.3977526942589,8.545605541346598,3.466614,0.92094564,-0.0,-0.01945852,-0.0056930566,-2.1049254,0.41155815,1.0802661,1.0268006,-0.10732792,2,0,1,0
1863616000,47.397752730488335,8.545605585921367,3.8807359,1.3150675,-0.0,-0.02370859,-0.00700875,-1.9888928,0.41209966,1.0799037,1.0268289,-0.10732792,2,0,1,0
1863816000,47.39775276182736,8.54560561887112,4.275146,1.6894777,-0.0,-0.028398613,-0.012099572,-1.8882022,0.41371086,1.0795051,1.0268576,-0.10732792,2,0,1,0
1864016000,47.39775277289064,8.545605667264208,4.648764,2.0430958,-0.0,-0.03350848,-0.012548402,-1.8136731,0.4151437,1.0790956,1.0268887,-0.10732792,2,0,1,0
1864216000,47.39775277345549,8.545605724096127,5.0087194,2.3830512,-0.0,-0.03409864,-0.012252756,-1.7538227,0.41570035,1.0786989,1.0269204,-0.10732792,2,0,1,0
1864416000,47.39775277160816,8.545605766959712,5.357963,2.7122948,-0.0,-0.03567755,-0.018328123,-1.7025102,0.41572946,1.078336,1.0269525,-0.10732792,2,0,1,0
1864616000,47.397752757557285,8.545605781663813,5.700935,3.0552666,-0.0,-0.03781911,-0.022394298,-1.6607199,0.41596046,1.0866008,1.0272896,-0.10732792,2,0,1,0
1864816000,47.39775274273599,8.545605799223585,6.035003,3.359335,-0.0,-0.03596516,-0.019727862,-1.6274865,0.41596055,1.0859096,1.0273138,-0.10732792,2,0,1,0
1865016000,47.39775274714343,8.54560583656697,6.364665,3.6689968,-0.0,-0.034180507,-0.018904014,-1.5978162,0.41568422,1.0853417,1.0273403,0.0,2,0,0,0
1865216000,47.39775275930986,8.545605869643031,6.6870956,3.9714274,-0.0,-0.0337855,-0.02322665,-1.5732371,0.41543508,1.0848966,1.027367,0.0,2,0,0,0
1865412000,47.39775277661811,8.545605895841586,6.992916,4.257248,-0.0,-0.0318706,-0.023410516,-1.5563804,0.4153684,1.0842069,1.027246,0.0,2,0,0,0
1865612000,47.397752798311544,8.54560592895655,7.308982,4.5533137,-0.0,-0.03138637,-0.025894623,-1.5513711,0.41566384,1.0839859,1.0272788,0.0,2,0,0,0
1865812000,47.397752823618404,8.545605974475258,7.6229105,4.8472424,-0.0,-0.033006098,-0.026642494,-1.5222162,0.41596845,1.0839022,1.0269476,0.0,2,0,0,0
1866012000,47.397752847516706,8.545606006050775,7.932537,5.136869,-0.0,-0.03514081,-0.030140124,-1.5048321,0.4156315,1.0839046,1.0269866,0.0,2,0,0,0
1866220000,47.39775286678739,8.545606040398521,8.253025,5.437357,-0.0,-0.035141885,-0.031378265,-1.4805754,0.41564792,1.0843669,1.0271692,0.0,2,0,0,0
1866412000,47.39775287635231,8.54560608089939,8.545683,5.710015,-0.0,-0.036414072,-0.034307707,-1.4595183,0.41538262,1.0841123,1.02706,0.0,2,0,0,0
1866612000,47.397752881563264,8.545606137974715,8.844903,5.989235,-0.0,-0.038630456,-0.030363686,-1.4417198,0.41513434,1.0842892,1.0270966,0.0,2,0,0,0
1866820000,47.39775288252129,8.545606204269776,9.15056,6.2748923,-0.0,-0.037611637,-0.031658486,-1.437179,0.41523534,1.0849018,1.0272794,0.0,2,0,0,0
1867020000,47.3977528783816,8.545606261720259,9.442386,6.5467176,-0.0,-0.035886977,-0.034233123,-1.4358311,0.4155994,1.0851341,1.0273105,0.0,2,0,0,0
