timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
1859216000,47.39775225232698,8.545605589852943,0.0111812055,0.1614914,-0.13624685,-0.0111812055,0.415882,1,1,0
